id_parlamentar_voz,casa,ano,uf,id_partido,total_votos,total_votos_uf
270,senado,2018,AL,36899,621562,2602484
25905,senado,2018,AL,36835,895738,2602484
25732,senado,2018,MG,36769,3616864,17648612
25352,senado,2018,SE,36844,300247,1828084
25621,senado,2018,RR,36851,5755,495575
25988,senado,2018,MS,36837,373712,2308521
25959,senado,2018,RN,36886,745827,2909592
24560,senado,2018,AC,36834,244109,794909
25899,senado,2018,GO,37903,1729637,5517329
25748,senado,2018,PB,36832,844786,3429862
25411,senado,2018,MA,36786,1997450,5704126
25783,senado,2018,RN,36793,660315,2909592
23806,senado,2018,PA,36833,1374956,7007044
24981,senado,2014,RO,36786,312614,744627
2945,senado,2014,PR,36835,4101848,5326924
25529,senado,2014,MG,36835,5102987,8995689
23830,senado,2014,AP,36769,131695,363236
25537,senado,2014,SC,36899,1308521,3056107
25531,senado,2014,PI,36845,981219,1575234
25540,senado,2014,PE,36832,2655912,4127982
24525,senado,2014,AL,36845,689266,1237779
23713,senado,2014,RN,36844,808055,1473368
24558,senado,2014,AC,37903,218756,374813
25999,senado,2014,PA,36834,313525,3393080
23361,senado,2014,PB,36899,647271,1743955
290,senado,2014,SP,36835,11105874,19174679
21249,senado,2014,TO,36899,282052,677293
25533,senado,2014,RS,36786,2145479,5733468
21023,senado,2014,SE,36769,448102,916104
25525,senado,2014,AM,36834,933996,1596265
25523,senado,2014,BA,36834,3341111,5978634
2374,senado,2014,PA,36844,1566350,3393080
25236,senado,2014,DF,36786,826576,1434866
2677,senado,2014,MA,36832,1476840,2872633
25322,senado,2014,RJ,36832,4683963,7384906
2456,senado,2014,GO,36769,1283665,2698409
22331,senado,2014,ES,36899,776978,1680726
25527,senado,2014,MS,36899,640336,1217082
23396,senado,2014,CE,36835,2314796,3997488
25535,senado,2014,RR,36786,96888,234947
21173,senado,2014,MT,37906,646344,1341310
