id_proposicao_voz,id_votacao,casa,obj_votacao,data_hora,votacao_secreta,apelido,status_importante,url_votacao
12165194,170271707,camara,PREFERÊNCIA P/ VOTAÇÃO DA PEC Nº 215/16,2019-12-17T17:07:00Z,0,NA,0,NA
12166600,170062121,camara,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-12-02T21:21:00Z,0,NA,0,NA
12166600,170062144,camara,SUBEMENDA SUBSTITUTIVA DE PLENÁRIO,2019-12-02T21:44:00Z,0,NA,0,NA
12166600,170271627,camara,EMA 3: PSL: EMENDA AGLUTINATIVA Nº 3,2019-12-17T16:27:00Z,0,NA,0,NA
12166600,170271644,camara,"DTQ 8: PSL: EXPRESSÃO ""DE ADOÇÃO FACULTATIVA PELOS MUNICÍPIOS...",2019-12-17T16:44:00Z,0,NA,0,NA
12166600,170271639,camara,DTQ 9: PSL: ART. 2º DO SUBSTITUTIVO,2019-12-17T16:39:00Z,0,NA,0,NA
12178170,170092033,camara,SUBSTITUTIVO DA COMISSÃO ESPECIAL,2019-12-04T20:33:00Z,0,Pacote anticrime,1,NA
12178170,170092132,camara,"DTQ 1 - NOVO - ART. 3º-B, CONST. ART. 3º DO SUBSTITUTIVO",2019-12-04T21:32:00Z,0,NA,0,NA
12179189,167271611,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-02-12T16:11:00Z,0,NA,0,NA
12179189,167271717,camara,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,2019-02-12T17:17:00Z,0,NA,0,NA
12183943,167281821,camara,"DTQ 12 - BL. PDT - ART. 22, INSERIDO NO ART. 6º DA MPV...",2019-02-13T18:21:00Z,0,NA,0,NA
12186621,168451756,camara,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,2019-06-26T17:56:00Z,0,NA,0,NA
12186621,168451913,camara,DTQ 4 - NOVO - ART. 3º DO PL 10.985/2018,2019-06-26T19:13:00Z,0,NA,0,NA
12186621,168462030,camara,DTQ 6 - PSL - ART. 4º DO PL 10.985/2018,2019-06-26T20:30:00Z,0,NA,0,NA
12187087,169301818,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-09-18T18:18:00Z,0,NA,0,NA
12187087,169312115,camara,REQUERIMENTO DE VOTAÇÃO DAS EMENDAS UMA A UMA,2019-09-18T21:15:00Z,0,NA,0,NA
12187087,169312202,camara,"DTQ 1: NOVO - EMENDA SUPRESSIVA DO SENADO FEDERAL, QUE SUPRIMIU O ART. 44...",2019-09-18T22:02:00Z,0,NA,0,NA
12187087,169301912,camara,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,2019-09-18T19:12:00Z,0,NA,0,NA
12187087,169312222,camara,DTQ 2: PSL - EMENDA DO SENADO FEDERAL QUE SUPRIME O INCISO X DO ART. 44...,2019-09-18T22:22:00Z,0,NA,0,NA
12187087,169312233,camara,DTQ 3: PSL - EMENDA DO SENADO FEDERAL QUE SUPRIME O ART. 11 DA LEI Nº 9504/97,2019-09-18T22:33:00Z,0,NA,0,NA
12187087,169312209,camara,DTQ 4: PSL - EMENDA DO SENADO FEDERAL QUE SUPRIME O INCISO VIII DO ART. 44...,2019-09-18T22:09:00Z,0,NA,0,NA
12187087,169301957,camara,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-09-18T19:57:00Z,0,NA,0,NA
12187087,169312255,camara,DTQ 5: PSOL - VOTAÇÃO DA EMENDA SUPRESSIVA  REFERENTE AO ART. 26...,2019-09-18T22:55:00Z,0,NA,0,NA
12187087,169312244,camara,DTQ 6: CIDADANIA - EMENDA DO SF QUE SUPRIME O PARÁGRAFO ÚNICO DO ART. 18-A...,2019-09-18T22:44:00Z,0,NA,0,NA
12187087,169312306,camara,DTQ 7: PODEMOS - EMENDA SUPRESSIVA REFERENTE AO PARÁGRAFO ÚNICO DO ART. 3º...,2019-09-18T23:06:00Z,0,NA,0,NA
12187087,169312059,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-09-18T20:59:00Z,0,NA,0,NA
12187087,169312143,camara,EMENDAS SUPRESSIVAS COM PARECER PELA REJEIÇÃO,2019-09-18T21:43:00Z,0,Novas regras para partidos e eleições,1,NA
12188301,167992040,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-05-07T20:40:00Z,0,NA,0,NA
12188301,167992055,camara,PROJETO DE LEI DE CONVERSÃO Nº 5/2019,2019-05-07T20:55:00Z,0,NA,0,NA
12188301,167981841,camara,PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,2019-05-07T18:41:00Z,0,NA,0,NA
12188301,167981722,camara,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-05-07T17:22:00Z,0,NA,0,NA
12188301,167981748,camara,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-05-07T17:48:00Z,0,NA,0,NA
12188301,167992141,camara,"DTQ 2: PT: PARÁGRAFO ÚNICO, DO ART. 1º DO PLV",2019-05-07T21:41:00Z,0,NA,0,NA
12188301,167992229,camara,DTQ 1: PT: ART. 7º DO PLV,2019-05-07T22:29:00Z,0,NA,0,NA
12188301,167981904,camara,REQ. DE VOTAÇÃO EM GLOBO DA ADMISSIBILIDADE DOS DESTAQUES SIMPLES,2019-05-07T19:04:00Z,0,NA,0,NA
12188301,167981925,camara,VOTAÇÃO DA ADMISSIBILIDADE EM GLOBO DOS DESTAQUES SIMPLES,2019-05-07T19:25:00Z,0,NA,0,NA
12189858,168101803,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-05-21T18:03:00Z,0,NA,0,NA
12189858,168101907,camara,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-05-21T19:07:00Z,0,NA,0,NA
12189858,168101724,camara,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,2019-05-21T17:24:00Z,0,NA,0,NA
12189858,168112153,camara,DTQ. 5 - PSB - EMENDA Nº 21,2019-05-21T21:53:00Z,0,NA,0,NA
12189858,168101831,camara,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-05-21T18:31:00Z,0,NA,0,NA
12190190,169381721,camara,DTQ 13 - PSOL - §2º DO ARTIGO 6º DO PLV,2019-09-25T17:21:00Z,0,NA,0,NA
12190237,168181939,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-05-28T19:39:00Z,0,NA,0,NA
12190237,168181850,camara,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,2019-05-28T18:50:00Z,0,NA,0,NA
12190237,168192147,camara,PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,2019-05-28T21:47:00Z,0,NA,0,NA
12190237,168201630,camara,PROJETO DE LEI DE CONVERSÃO Nº 9/2019,2019-05-29T16:30:00Z,0,NA,0,NA
12190237,168192102,camara,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-05-28T21:02:00Z,0,NA,0,NA
12190237,168192119,camara,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-05-28T21:19:00Z,0,NA,0,NA
12190237,168211755,camara,"DTQ. 1 - PT - INC. III DO §3º DO ART. 34 DA LEI 12651/12, CONST. DO ...",2019-05-29T17:55:00Z,0,NA,0,NA
12190237,168211808,camara,"DTQ. 2 - PT - ART. 42 DA LEI 12651/12, CONST. DO ART. 1º DO PLV",2019-05-29T18:08:00Z,0,NA,0,NA
12190237,168211825,camara,"DTQ. 3 - PT - ART. 59 DA LEI 12651/12, CONST. DO ART. 1º DO PLV",2019-05-29T18:25:00Z,0,NA,0,NA
12190237,168201458,camara,DTQ. 4 - CIDADANIA - PREFERÊNCIA PARA VOTAÇÃO DA MPV,2019-05-29T14:58:00Z,0,NA,0,NA
12190237,168201709,camara,"DTQ. 7 - PSB - §3º DO ART. 68 DA LEI 12651/2012, CONST. DO ART. 1º DO PLV",2019-05-29T17:09:00Z,0,NA,0,NA
12190237,168211900,camara,"DTQ. 8 - PSB - §13º DO ART. 59 DA LEI 12651/2012, CONST. DO ART. 1º DO PLV",2019-05-29T19:00:00Z,0,NA,0,NA
12190237,168201534,camara,REQ. DE VOTAÇÃO EM GLOBO DA ADMISSIBILIDADE DOS DESTAQUES SIMPLES,2019-05-29T15:34:00Z,0,NA,0,NA
12190237,168201559,camara,VOTAÇÃO DA ADMISSIBILIDADE EM GLOBO DOS DESTAQUES SIMPLES,2019-05-29T15:59:00Z,0,NA,0,NA
12190237,168211912,camara,DTQ. 9 - PCdoB - ART. 60-A DO PLV,2019-05-29T19:12:00Z,0,NA,0,NA
12190237,168211921,camara,"DTQ. 10 - BLOCO PP/MDB/PTB - EXP: ""PORÉM, EM CASO DE ...""",2019-05-29T19:21:00Z,0,NA,0,NA
12190237,168211847,camara,DTQ. 11 - PSOL - §9º DO ART. 59,2019-05-29T18:47:00Z,0,NA,0,NA
12190237,168201645,camara,DTQ. 12 - BLOCO PP - PREFERÊNCIA PARA O DTQ. Nº 7...,2019-05-29T16:45:00Z,0,NA,0,NA
12190237,168192044,camara,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,2019-05-28T20:44:00Z,0,NA,0,NA
12190237,168192026,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-05-28T20:26:00Z,0,NA,0,NA
12190237,168201251,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-05-29T12:51:00Z,0,NA,0,NA
12190237,168201412,camara,PARECER DA C.M P/ NÃO ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,2019-05-29T14:12:00Z,0,NA,0,NA
12190237,168211736,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-05-29T17:36:00Z,0,NA,0,NA
12190288,168132014,camara,"DTQ. 9 - PODEMOS - ART. 38, VII, DA MPV",2019-05-22T20:14:00Z,0,NA,0,NA
12190288,168121634,camara,REQ. PARA QUE TODAS AS VOTAÇÕES SEJA PELO PROCESSO NOMINAL,2019-05-22T16:34:00Z,0,NA,0,NA
12190355,168211957,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-05-29T19:57:00Z,0,NA,0,NA
12190355,168222225,camara,DTQ. 3 - PT - EMENDA Nº 185,2019-05-29T22:25:00Z,0,NA,0,NA
12190355,168222244,camara,DTQ. 12 - PSB - EMENDA Nº 92,2019-05-29T22:44:00Z,0,NA,0,NA
12190355,168212144,camara,"DTQ. 27 - PT - INC. V DO ART. 8º, CONST. DO PLV",2019-05-29T21:44:00Z,0,NA,0,NA
12190355,168222300,camara,"DTQ. 34 - BLOCO PP/MDB/PTB - EMENDA Nº 254, EXP. ""SENDO VEDADO...""",2019-05-29T23:00:00Z,0,NA,0,NA
12190880,167341652,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-02-19T16:52:00Z,0,NA,0,NA
12192300,167341609,camara,URGÊNCIA PARA APRECIAÇÃO DO PDL Nº 3/2019,2019-02-19T16:09:00Z,0,NA,0,NA
12192459,168872157,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-06T21:57:00Z,0,NA,0,NA
12192459,168870012,camara,PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,2019-08-06T00:12:00Z,0,Texto base - (2º Turno),1,NA
12192459,168602219,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-07-09T22:19:00Z,0,NA,0,NA
12192459,168632144,camara,DTQ 2 - CIDADANIA - § ÚNICO DO ART. 203 DA CONSTITUIÇÃO FEDERAL,2019-07-11T21:44:00Z,0,NA,0,NA
12192459,168622040,camara,DTQ 9 - PL - EMENDA Nº 176,2019-07-10T20:40:00Z,0,Destaque para excluir professores da reforma da Previdência,1,NA
12192459,168661831,camara,DTQ 11 - PT - ART. 26 DO SUBSTITUTIVO,2019-07-12T18:31:00Z,0,NA,0,NA
12192459,168661725,camara,DTQ 12 - PT - ART. 23 DO SUBSTITUTIVO,2019-07-12T17:25:00Z,0,NA,0,NA
12192459,168661905,camara,DTQ 13 - PT - §2º DO ART. 26 DO SUBSTITUTIVO,2019-07-12T19:05:00Z,0,NA,0,NA
12192459,168642327,camara,"DTQ 14 - PSOL - §3º DO ART. 239, CONST. DO ART. 1º DO SUBSTITUTIVO",2019-07-11T23:27:00Z,0,NA,0,NA
12192459,168611349,camara,CONSULTA AO PLENÁRIO SOBRE VOTAÇÃO PARCELADA,2019-07-10T13:49:00Z,0,NA,0,NA
12192459,168651536,camara,"DTQ 43 - PDT - EXP. "" EM DOIS ANOS"" CONST. DO §1º, DO ART. 20...",2019-07-12T15:36:00Z,0,Destaque para excluir professores da reforma da Previdência,1,NA
12192459,168651359,camara,DTQ 44 - PDT - INC. IV DO ART. 20 DO SUBSTITUTIVO,2019-07-12T13:59:00Z,0,NA,0,NA
12192459,168611457,camara,REQ. DE VOTAÇÃO EM GLOBO DA ADMISSIBILIDADE DOS DESTAQUES SIMPLES,2019-07-10T14:57:00Z,0,NA,0,NA
12192459,168600029,camara,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO,2019-07-09T00:29:00Z,0,NA,0,NA
12192459,168611551,camara,VOTAÇÃO DA ADMISSIBILIDADE EM GLOBO DOS DESTAQUES SIMPLES,2019-07-10T15:51:00Z,0,NA,0,NA
12192459,168661943,camara,EMENDA DE REDAÇÃO Nº 1,2019-07-12T19:43:00Z,0,NA,0,NA
12192459,168602248,camara,RECURSO CONTRA O INDEFERIMENTO AO REQ.  DE DISCUSSÃO POR PARTES,2019-07-09T22:48:00Z,0,NA,0,NA
12192459,168631956,camara,EMA 5 - DEM - EMENDA AGLUTINATIVA Nº 5,2019-07-11T19:56:00Z,0,Destaque para alterar regra para mulheres na reforma da Previdência,1,NA
12192459,168640135,camara,DTQ 76 - PSB - §2º DO ART. 18 DO SUBSTITUTIVO DA COMISSÃO ESPECIAL,2019-07-11T01:35:00Z,0,NA,0,NA
12192459,168651311,camara,EMA 4 - PDT - EMENDA AGLUTINATIVA Nº 4,2019-07-12T13:11:00Z,0,NA,0,NA
12192459,168611251,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-07-10T12:51:00Z,0,NA,0,NA
12192459,168621933,camara,SUBSTITUTIVO DA COMISSÃO ESPECIAL,2019-07-10T19:33:00Z,0,Texto base - (1º Turno),1,NA
12192459,168640020,camara,EMA 8 - PODEMOS - EMENDA AGLUTINATIVA Nº 8,2019-07-11T00:20:00Z,0,Destaque para alterar regra para professores na reforma da Previdência,1,NA
12192459,168632104,camara,DTQ 95 - PSB - § 14 DO ART. 195 DA CONSTITUIÇÃO FEDERAL ...,2019-07-11T21:04:00Z,0,NA,0,NA
12192459,168621652,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-07-10T16:52:00Z,0,NA,0,NA
12192459,168631806,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-07-11T18:06:00Z,0,NA,0,NA
12192459,168642239,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-07-11T22:39:00Z,0,NA,0,NA
12192459,168651236,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-07-12T12:36:00Z,0,NA,0,NA
12192459,168661705,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-07-12T17:05:00Z,0,NA,0,NA
12192459,168861953,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-06T19:53:00Z,0,NA,0,NA
12192459,168862133,camara,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES,2019-08-06T21:33:00Z,0,NA,0,NA
12192459,168891852,camara,"DTQ. 1 - PSOL - §3º, DO ART. 239, CONST. DO ART.1º DA REDAÇÃO ...",2019-08-07T18:52:00Z,0,NA,0,NA
12192459,168892016,camara,"DTQ. 3 - PDT -  INC. IV, DO ART. 20 DA PEC 6-G/2019",2019-08-07T20:16:00Z,0,NA,0,NA
12192459,168891956,camara,DTQ. 5 - NOVO -  ART. 20 DO TEXTO DO 2º TURNO DA PEC 6/2019,2019-08-07T19:56:00Z,0,NA,0,NA
12192459,168872321,camara,REQ. DE VOTAÇÃO EM GLOBO DA ADMISSIBILIDADE DOS DESTAQUES SIMPLES,2019-08-06T23:21:00Z,0,NA,0,NA
12192459,168872237,camara,CONSULTA AO PLENÁRIO - VOTAÇÃO PARCELADA,2019-08-06T22:37:00Z,0,NA,0,NA
12192459,168862054,camara,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO,2019-08-06T20:54:00Z,0,NA,0,NA
12192459,168881534,camara,"DTQ. 7 - PCdoB - INC. V, DO ART. 201, CONST. DO ART. 1º DA PEC 6/2019",2019-08-07T15:34:00Z,0,NA,0,NA
12192459,168892107,camara,DTQ. 8 - PSB -  §1º DO ART. 21 DA REDAÇÃO PARA O SEGUNDO TURNO DA PEC,2019-08-07T21:07:00Z,0,NA,0,NA
12192459,168892146,camara,DTQ. 9 - PT -  ART. 26 DA PEC 6/2019,2019-08-07T21:46:00Z,0,NA,0,NA
12192459,168891735,camara,DTQ. 10 - PT -  ART. 203 DA CF/88 NA REDAÇÃO DADA PELO ART. 1º DA PEC 6/2019,2019-08-07T17:35:00Z,0,NA,0,NA
12192459,168881320,camara,"DTQ. 11 - PT -  § 14 DO ART. 195 DA CF/88, NA REDAÇÃO DO ART. 1º DA PEC 6/2019",2019-08-07T13:20:00Z,0,NA,0,NA
12192459,168872332,camara,VOTAÇÃO DA ADMISSIBILIDADE EM GLOBO DOS DESTAQUES SIMPLES,2019-08-06T23:32:00Z,0,NA,0,NA
12192459,168881236,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-07T12:36:00Z,0,NA,0,NA
12193540,167681805,camara,DTQ 5 - NOVO - EMENDA  Nº 4,2019-04-02T18:05:00Z,0,NA,0,NA
12193540,167881734,camara,DTQ. 3 - PT - EMENDA Nº 1 DO SENADO FEDERAL,2019-04-24T17:34:00Z,0,NA,0,NA
12193564,168001950,camara,SUBSTITUTIVO DA CFT,2019-05-08T19:50:00Z,0,NA,0,NA
12193564,168001746,camara,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,2019-05-08T17:46:00Z,0,NA,0,NA
12193564,168001918,camara,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-05-08T19:18:00Z,0,NA,0,NA
12193564,168001711,camara,REQ. DE VOTAÇÃO NOMINAL DO REQ. DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,2019-05-08T17:11:00Z,0,NA,0,NA
12193696,168521846,camara,SUBSTITUTIVO,2019-07-03T18:46:00Z,0,NA,0,NA
12194124,168321843,camara,SUBSTITUTIVO DA CMO,2019-06-11T18:43:00Z,0,NA,0,NA
12194124,168321909,camara,SUBSTITUTIVO DA CMO,2019-06-11T19:09:00Z,0,NA,0,NA
12194357,167601632,camara,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 888/2019,2019-03-26T16:32:00Z,0,NA,0,NA
12194540,167601719,camara,URGÊNCIA PARA APRECIAÇÃO DO PLP Nº 55/2019,2019-03-26T17:19:00Z,0,NA,0,NA
12197160,168281347,camara,SUBSTITUTIVO DA COMISSÃO ESPECIAL - PRIMEIRO TURNO,2019-06-05T13:47:00Z,0,PEC do Orçamento Impositivo (novo texto) - 1º Turno,1,NA
12197160,168281454,camara,"DTQ 3 - PDT - EXP: ""...DE INICIATIVA DO PRESIDENTE...""",2019-06-05T14:54:00Z,0,NA,0,NA
12197160,168281500,camara,PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,2019-06-05T15:00:00Z,0,NA,0,NA
12197160,168281418,camara,DTQ 1 - PSOL - § 1º DO ART 167,2019-06-05T14:18:00Z,0,NA,0,NA
12197160,168281357,camara,DTQ 2 - PRB - § 17 DO ART. 166,2019-06-05T13:57:00Z,0,NA,0,NA
12197504,169912110,camara,PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,2019-11-19T21:10:00Z,0,NA,0,NA
12197504,169912052,camara,SUBSTITUTIVO DA COMISSÃO ESPECIAL,2019-11-19T20:52:00Z,0,NA,0,NA
12198229,169531453,camara,DESTAQUE Nº 6 - PT/CD - ARTIGO 22 (SALÁRIO MÍNIMO).,2019-10-09T14:53:00Z,0,NA,0,NA
12199310,169011833,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-20T18:33:00Z,0,NA,0,NA
12199310,169022103,camara,PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,2019-08-20T21:03:00Z,0,NA,0,NA
12199310,169011725,camara,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,2019-08-20T17:25:00Z,0,NA,0,NA
12199310,169011918,camara,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,2019-08-20T19:18:00Z,0,NA,0,NA
12199310,169011943,camara,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-08-20T19:43:00Z,0,NA,0,NA
12199310,169022017,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-20T20:17:00Z,0,NA,0,NA
12199763,168942224,camara,PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,2019-08-13T22:24:00Z,0,NA,0,NA
12199763,168942032,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-13T20:32:00Z,0,NA,0,NA
12199763,168931925,camara,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,2019-08-13T19:25:00Z,0,NA,0,NA
12199763,168961930,camara,"DTQ 5 - PSC - ART. 18 DO PLV À MP Nº 881/2019, QUE INCLUI ART. 82-A...",2019-08-14T19:30:00Z,0,NA,0,NA
12199763,168942147,camara,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,2019-08-13T21:47:00Z,0,NA,0,NA
12199763,168961911,camara,"DTQ 8 - PT - §3º, ART. 74 DO DECRETO DE LEI Nº 5.452/1943...",2019-08-14T19:11:00Z,0,NA,0,NA
12199763,168951731,camara,"DTQ 9 - PT - § 4º, ART. 50 DA LEI Nº 10.406/2002...",2019-08-14T17:31:00Z,0,NA,0,NA
12199763,168951847,camara,DTQ 10 - PT - ART. 70 DO DECRETO LEI Nº 5.452/1943...,2019-08-14T18:47:00Z,0,NA,0,NA
12199763,168951809,camara,DTQ 20 - PCdoB - ART. 68 CONTIDO NO ART. 28 DO PLV,2019-08-14T18:09:00Z,0,NA,0,NA
12199763,168951759,camara,DTQ 27 - PSOL - ART. 67 CONST. DO ART. 28 DO PLV,2019-08-14T17:59:00Z,0,NA,0,NA
12199763,168942252,camara,EMENDA AGLUTINATIVA Nº 1,2019-08-13T22:52:00Z,0,MP da liberdade econômica,1,NA
12199763,168951827,camara,EMA 4 - EMENDA AGLUTINATIVA Nº 4,2019-08-14T18:27:00Z,0,NA,0,NA
12199763,168951712,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-14T17:12:00Z,0,NA,0,NA
12200900,169821706,camara,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 10.940/2018,2019-11-06T17:06:00Z,0,NA,0,NA
12201529,168431743,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-06-25T17:43:00Z,0,NA,0,NA
12201532,168442013,camara,SUBSTITUTIVO DA CCJ,2019-06-25T20:13:00Z,0,Criminalização do rompimento de barragem por negligência,1,NA
12201532,168431941,camara,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,2019-06-25T19:41:00Z,0,NA,0,NA
12202987,169521933,camara,CRÉDITO SUPLEMENTAR - PODER JUDICIÁRIO E MINISTÉRIO PÚBLICO,2019-10-08T19:33:00Z,0,NA,0,NA
12202987,169521919,camara,PROJETO DE LEI DO CONGRESSO NACIONAL,2019-10-08T19:19:00Z,0,NA,0,NA
12202987,169521834,camara,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 48 HORAS,2019-10-08T18:34:00Z,0,NA,0,NA
12203106,168041727,camara,CONVOCAÇÃO DO MINISTRO DA EDUCAÇÃO,2019-05-14T17:27:00Z,0,NA,0,NA
12204056,169091844,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-27T18:44:00Z,0,NA,0,NA
12204056,169151715,camara,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-09-03T17:15:00Z,0,NA,0,NA
12204056,169091907,camara,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,2019-08-27T19:07:00Z,0,NA,0,NA
12204056,169102106,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-08-27T21:06:00Z,0,NA,0,NA
12204056,169151631,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-09-03T16:31:00Z,0,NA,0,NA
12204056,169151820,camara,"EMENDAS COM PARECER PELA APROVAÇÃO - ART. 1, 3, 4, 5, 7 DO SUBST.",2019-09-03T18:20:00Z,0,NA,0,NA
12207613,170171614,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-12-11T16:14:00Z,0,NA,0,NA
12207613,170182022,camara,REQUERIMENTO DE VOTAÇÃO DAS EMENDAS UMA A UMA,2019-12-11T20:22:00Z,0,NA,0,NA
12207613,170181913,camara,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,2019-12-11T19:13:00Z,0,NA,0,NA
12207613,170182011,camara,VOTAÇÃO DA ADMISSIBILIDADE EM GLOBO DOS DESTAQUES SIMPLES,2019-12-11T20:11:00Z,0,NA,0,NA
12207613,170181955,camara,REQ. DE VOTAÇÃO EM GLOBO DA ADMISSIBILIDADE DOS DESTAQUES SIMPLES,2019-12-11T19:55:00Z,0,NA,0,NA
12207613,170181942,camara,DTQ. 15 - DEM - PREFERÊNCIA PARA O PL Nº 4.162/2019,2019-12-11T19:42:00Z,0,NA,0,NA
12207613,170171730,camara,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,2019-12-11T17:30:00Z,0,NA,0,NA
12207613,170181842,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-12-11T18:42:00Z,0,NA,0,NA
12207613,170182036,camara,"EMENDAS COM PARECER PELA APROVAÇÃO, Nºs 15,16,17, 23",2019-12-11T20:36:00Z,0,NA,0,NA
12207613,170251241,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-12-17T12:41:00Z,0,NA,0,NA
12207613,170251325,camara,DTQ 21 - PT - ART. 11 DA EMENDA Nº 17,2019-12-17T13:25:00Z,0,NA,0,NA
12207613,170261519,camara,DTQ 1 - PCdoB - ART. 15 DO SUBSTITUTIVO,2019-12-17T15:19:00Z,0,NA,0,NA
12207613,170261537,camara,DTQ 4 - PT - EMENDA Nº 7,2019-12-17T15:37:00Z,0,NA,0,NA
12207613,170261555,camara,DTQ 17 - REPUBLICANOS - EMENDA Nº 18,2019-12-17T15:55:00Z,0,NA,0,NA
12207613,170261503,camara,REQUERIMENTO DE RETIRADA DE PAUTA,2019-12-17T15:03:00Z,0,NA,0,NA
12208720,169591924,camara,PROJETO DE LEI DE CONVERSÃO Nº 24/2019,2019-10-15T19:24:00Z,0,NA,0,NA
12208720,169591900,camara,PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,2019-10-15T19:00:00Z,0,NA,0,NA
12208720,169591709,camara,REQUERIMENTO DE  VOTAÇÃO PELO PROCESSO NOMINAL,2019-10-15T17:09:00Z,0,NA,0,NA
