id_discurso,id_parlamentar_voz,casa,tipo,data,local,resumo,link
1,1121948,camara,PELA ORDEM,2019-04-11,NA,Presença em plenário da jovem cientista Alia Al Mansoori.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=12%2F4%2F2019&txPagina=97&txSuplemento=&enviar=Pesquisar
2,1121948,camara,DISCURSO ENCAMINHADO,2019-08-21,NA,"Transcurso do 38º aniversário de fundação do Município de Chapadão do Céu, Estado de Goiás.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=22%2F8%2F2019&txPagina=24&txSuplemento=&enviar=Pesquisar
3,1121948,camara,DISCURSO ENCAMINHADO,2019-09-25,NA,"Transcurso do 56º aniversário de emancipação político-administrativa do Município de Formoso, Estado de Goiás.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=26%2F9%2F2019&txPagina=192&txSuplemento=&enviar=Pesquisar
4,1121948,camara,PEQUENO EXPEDIENTE,2019-10-24,NA,"Transcurso do 86º aniversário de emancipação político-administrativa de Goiânia, Capital do Estado de Goiás.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=25%2F10%2F2019&txPagina=55&txSuplemento=&enviar=Pesquisar
5,1204495,camara,PELA ORDEM,2019-02-07,NA,"Relato da trajetória de vida do orador. Agradecimento aos eleitores paraenses pelos votos recebidos nas eleições para a Câmara dos Deputados. Matéria veiculada pelo jornal espanhol El País , sucursal do Brasil, sobre a extinção do Programa Mais Médicos.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=8%2F2%2F2019&txPagina=50&txSuplemento=&enviar=Pesquisar
6,1204495,camara,PEQUENO EXPEDIENTE,2019-02-13,NA,Posicionamento do orador contrário à extinção do Programa Mais Médicos.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=14%2F2%2F2019&txPagina=148&txSuplemento=&enviar=Pesquisar
7,1204495,camara,BREVES COMUNICAÇÕES,2019-02-14,NA,Efeitos sobre a produção nacional da suspensão da tarifa antidumping  incidente nas importações de leite da União Europeia.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=15%2F2%2F2019&txPagina=19&txSuplemento=&enviar=Pesquisar
8,1204495,camara,PEQUENO EXPEDIENTE,2019-02-14,NA,Contrariedade à proposta de municipalização do Sistema Nacional de Saúde Indígena.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=15%2F2%2F2019&txPagina=141&txSuplemento=&enviar=Pesquisar
9,1204495,camara,PELA ORDEM,2019-02-14,NA,Associação ao discurso proferido no plenário a respeito da improdutividade da Casa.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=15%2F2%2F2019&txPagina=147&txSuplemento=&enviar=Pesquisar
10,1204495,camara,COMUNICAÇÃO PARLAMENTAR,2019-02-14,NA,Responsabilidade da base governista pelo estabelecimento de diálogo com os partidos oposicionistas para votação de projetos de interesse nacional. Legitimidade dos questionamentos dos Deputados da Oposição diante da veiculação de denúncias de corrupção no Governo Jair Bolsonaro.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=15%2F2%2F2019&txPagina=190&txSuplemento=&enviar=Pesquisar
11,1204495,camara,PEQUENO EXPEDIENTE,2019-02-20,NA,Transcurso do 62º aniversário de criação da Comissão Executiva do Plano da Lavoura Cacaueira - CEPLAC.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=21%2F2%2F2019&txPagina=36&txSuplemento=&enviar=Pesquisar
12,1204495,camara,BREVES COMUNICAÇÕES,2019-02-25,NA,"Apresentação de requerimento de indicação ao Ministério da Cidadania para criação de memorial em homenagem aos mortos e desaparecidos na tragédia socioambiental ocorrida no Município de Brumadinho, Estado de Minas Gerais.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=26%2F2%2F2019&txPagina=34&txSuplemento=&enviar=Pesquisar
13,1204495,camara,PELA ORDEM,2019-02-25,NA,"Encaminhamento, ao Ministério da Infraestrutura e ao Departamento Nacional de Infraestrutura de Transportes - DNIT, de expediente a respeito da conclusão do asfaltamento e recuperação das BRs-230 e 163, no Estado do Pará.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=26%2F2%2F2019&txPagina=88&txSuplemento=&enviar=Pesquisar
14,1204495,camara,PELA ORDEM,2019-02-27,NA,"Encaminhamento de expedientes ao Ministro da Saúde, Luiz Henrique Mandetta, sobre as providências adotadas quanto aos surtos de malária na Aldeia Mapuera, no Município de Oriximiná, e de sarampo no Município de Prainha, no Estado do Pará.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=28%2F2%2F2019&txPagina=68&txSuplemento=&enviar=Pesquisar
15,1204495,camara,DISCUSSÃO,2019-02-27,NA,"Críticas à atuação dos partidos situacionistas na Casa. Necessidade de adoção de medidas de combate ao surto de sarampo e malária em municípios paraenses. Contrariedade à proposta de extinção de superintendências do Instituto Nacional de Colonização e Reforma Agrária - INCRA, no Estado do Pará, e do Banco da Amazônia S/A.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=28%2F2%2F2019&txPagina=74&txSuplemento=&enviar=Pesquisar
16,1204495,camara,PELA ORDEM,2019-02-27,NA,Participação do orador no Fórum de Coordenadores dos Campi  da Universidade Federal do Oeste do Pará. Ampliação das instituições de ensino superior do Estado durante os Governos do PT. Compromisso de atuação em defesa da educação superior pública gratuita e de qualidade.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=28%2F2%2F2019&txPagina=104&txSuplemento=&enviar=Pesquisar
17,1204495,camara,PEQUENO EXPEDIENTE,2019-03-13,NA,"Esgotamento do aterro sanitário, o lixão, instalado entre o Município de Marituba e o Refúgio da Vida Silvestre, na Região Metropolitana de Belém, Estado do Pará. Engajamento do orador na luta pela desativação do aterro e busca de alternativas para a destinação do lixo recolhido nos Municípios de Belém, Ananindeua e Marituba. Não preenchimento de vagas no Programa Mais Médicos no Município de Melgaço, Estado do Pará.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=14%2F3%2F2019&txPagina=24&txSuplemento=&enviar=Pesquisar
18,1204495,camara,PEQUENO EXPEDIENTE,2019-03-19,NA,"Participação no 1º Seminário do Festival de Cinema de Alter do Chão, no Município de Santarém, Estado do Pará. Elaboração da agenda de compromissos pela coordenação do evento.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F3%2F2019&txPagina=42&txSuplemento=&enviar=Pesquisar
19,1204495,camara,PELA ORDEM,2019-03-19,NA,"Orientação da bancada na votação do requerimento de apreciação em regime de urgência do Projeto de Lei nº 5.647, de 2013, sobre a alteração do Estatuto da Criança e do Adolescente, com vista à obrigatoriedade dos dirigentes de instituições de educação pré-escolar de notificação das faltas frequentes e sinais de maus tratos entre os seus alunos. Submissão do Presidente da República aos Estados Unidos da América.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F3%2F2019&txPagina=107&txSuplemento=&enviar=Pesquisar
20,1204495,camara,PEQUENO EXPEDIENTE,2019-03-27,NA,"Encaminhamento, ao Ministério da Educação, de requerimento de indicação para realização do Exame Nacional do Ensino Médio - ENEM no Município de Placas, Estado do Pará. Prisão do mandante dos assassinatos da coordenadora do Movimento dos Atingidos por Barragens - MAB, Dilma Ferreira Silva; do seu esposo Claudionor Costa da Silva e do trabalhador assentado, Hilton Lopes, no Pará.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=28%2F3%2F2019&txPagina=40&txSuplemento=&enviar=Pesquisar
21,1204495,camara,PEQUENO EXPEDIENTE,2019-04-02,NA,Inauguração de sistema de energia solar na Universidade Federal do Sul e Sudeste do Pará - UNIFESSPA.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=3%2F4%2F2019&txPagina=31&txSuplemento=&enviar=Pesquisar
22,1204495,camara,PELA ORDEM,2019-04-03,NA,"Massacre de trabalhadores rurais na região da tríplice fronteira, entre os Estados do Acre, Amazonas e Rondônia.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=4%2F4%2F2019&txPagina=127&txSuplemento=&enviar=Pesquisar
23,1204495,camara,PEQUENO EXPEDIENTE,2019-04-09,NA,"Desistência de médicos brasileiros de ocupação de vagas no Programa Mais Médicos. Pedido à Presidência de adoção de providências a respeito da omissão, pelo Ministro da Saúde, na resposta ao requerimento de informações do orador sobre a situação do Programa.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=10%2F4%2F2019&txPagina=32&txSuplemento=&enviar=Pesquisar
24,1204495,camara,PELA ORDEM,2019-04-16,NA,"Transcurso dos 23 anos do massacre de trabalhadores rurais sem terra pela Polícia Militar, no Município de Eldorado do Carajás, Estado do Pará. Participação em evento na chamada Curva do S, local da chacina dos camponeses, promovido pelo Movimento dos Trabalhadores Rurais Sem Terra - MST.  Alerta sobre as consequências do incentivo governamental aos ataques contra ativistas e movimentos sociais.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=17%2F4%2F2019&txPagina=123&txSuplemento=&enviar=Pesquisar
25,1204495,camara,PELA ORDEM,2019-04-23,NA,Protesto contra a convocação da Força Nacional de Segurança Pública durante a realização do  Acampamento Terra Livre na Esplanada dos Ministérios. Críticas ao Governo Federal pelo sigilo a informações de estudos e pareceres técnicos acerca da reforma previdenciária.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=24%2F4%2F2019&txPagina=84&txSuplemento=&enviar=Pesquisar
26,1204495,camara,PEQUENO EXPEDIENTE,2019-04-24,NA,"Presença do orador no Acampamento Terra Livre 2019, evento realizado pelos povos indígenas na Esplanada dos Ministérios, Distrito Federal. Temor dos participantes no evento com eventual repressão da Força Nacional de Segurança Pública. Apoio às reivindicações dos povos indígenas brasileiros.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=25%2F4%2F2019&txPagina=48&txSuplemento=&enviar=Pesquisar
27,1204495,camara,PELA ORDEM,2019-04-24,NA,Participação do orador no lançamento da Frente Parlamentar Mista em Defesa das Universidades Federais.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=25%2F4%2F2019&txPagina=53&txSuplemento=&enviar=Pesquisar
28,1204495,camara,BREVES COMUNICAÇÕES,2019-04-25,NA,"Solicitação ao Governo Federal de asfaltamento e manutenção da BR-422, especialmente no trecho entre os Municípios de Tucuruí e Novo Repartimento, Estado do Pará.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=26%2F4%2F2019&txPagina=20&txSuplemento=&enviar=Pesquisar
29,1204495,camara,PELA ORDEM,2019-04-25,NA,"Pedido ao Governo Federal para conservação da BR-422 e conclusão da pavimentação asfáltica das BRs-230 e 163, no Estado do Pará.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=26%2F4%2F2019&txPagina=33&txSuplemento=&enviar=Pesquisar
30,1204495,camara,PEQUENO EXPEDIENTE,2019-04-25,NA,"Apelo ao Governo Federal por continuidade e fortalecimento do Programa Luz para Todos. Luta do orador pela conclusão do asfaltamento da BR-230, Rodovia Transamazônica, e da BR-163, Rodovia Santarém-Cuiabá.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=26%2F4%2F2019&txPagina=75&txSuplemento=&enviar=Pesquisar
31,1204495,camara,PEQUENO EXPEDIENTE,2019-05-07,NA,"Protesto contra a decisão do Governo Federal de corte de recursos destinados às universidades federais e aos Institutos Federais de Educação, Ciência e Tecnologia. Decisão dos membros da Frente Parlamentar Mista pela Valorização das Universidades Federais, de obstrução das votações na Casa até a recomposição das verbas das instituições de ensino público.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=8%2F5%2F2019&txPagina=62&txSuplemento=&enviar=Pesquisar
32,1204495,camara,PELA ORDEM,2019-05-07,NA,Obstrução das votações em protesto contra o corte de recursos orçamentários destinados às universidades federais.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=8%2F5%2F2019&txPagina=214&txSuplemento=&enviar=Pesquisar
33,1204495,camara,ENCAMINHAMENTO DE VOTAÇÃO,2019-05-07,NA,Protesto contra o corte de recursos destinados à educação pública pelo Governo Jair Bolsonaro. Posicionamento contrário à proposta de reforma previdenciária.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=8%2F5%2F2019&txPagina=370&txSuplemento=&enviar=Pesquisar
34,1204495,camara,BREVES COMUNICAÇÕES,2019-05-09,NA,"Protesto contra o corte de recursos orçamentários destinados às universidades federais e aos Institutos Federais de Educação, Ciência e Tecnologia. Decisão dos partidos oposicionistas na Casa de obstrução das votações até a recomposição do orçamento das instituições de ensino público. Descompromisso do Presidente Jair Bolsonaro com a educação.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=10%2F5%2F2019&txPagina=20&txSuplemento=&enviar=Pesquisar
35,1204495,camara,PEQUENO EXPEDIENTE,2019-05-21,NA,"Apresentação do Projeto de Decreto Legislativo nº 281, de 2019, para a sustação de decreto presidencial sobre a extinção do Comitê Gestor  do Plano de Desenvolvimento Regional Sustentável do Xingu - PDRS XINGU.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=22%2F5%2F2019&txPagina=70&txSuplemento=&enviar=Pesquisar
36,1204495,camara,PELA ORDEM,2019-05-21,NA,"Visita do orador aos Municípios de Itaituba, Jacareacanga, Altamira, Benevides e Santarém, no Estado do Pará. Apreensão da sociedade brasileira com os rumos do País. Apresentação do Projeto de Decreto Legislativo nº 281, de 2019, sobre sustação da aplicação de dispositivos do Decreto nº 9.784, de 2019, acerca da revogação do Comitê Gestor do Plano de Desenvolvimento Regional Sustentável do Xingu.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=22%2F5%2F2019&txPagina=115&txSuplemento=&enviar=Pesquisar
37,1204495,camara,PELA ORDEM,2019-05-28,NA,"Orientação de bancada na votação da Emenda Aglutinativa nº 2, apresentada ao Projeto de Lei de Conversão nº 7, de 2019, relativo à Medida Provisória nº 869, de 2018, sobre a proteção de dados pessoais e a criação da Autoridade Nacional de Proteção de Dados. Aprofundamento dos estudos sobre a economia brasileira pela bancada do PT. Inexistência de medidas do Governo Jair Bolsonaro para redução do desemprego.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=29%2F5%2F2019&txPagina=136&txSuplemento=&enviar=Pesquisar
38,1204495,camara,PELA ORDEM,2019-05-29,NA,"Assalto à residência do primeiro suplente de Vereador do PT, Marcelo Altamirense, do Município de Altamira, Estado do Pará. Solicitação ao Governador paraense de providências para punição aos criminosos.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=30%2F5%2F2019&txPagina=455&txSuplemento=&enviar=Pesquisar
39,1204495,camara,PELA ORDEM,2019-05-29,NA,"Orientação de bancada na votação do requerimento de votação nominal para votação do requerimento de retirada de pauta da Medida Provisória nº 871, de 2019, sobre o combate a irregularidades em benefícios previdenciários. Posicionamento sobre realização de acordo para a votação da matéria.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=30%2F5%2F2019&txPagina=477&txSuplemento=&enviar=Pesquisar
40,1204495,camara,PELA ORDEM,2019-05-29,NA,"Orientação de bancada na votação do requerimento de retirada de pauta da Medida Provisória n° 871, de 2019, sobre o combate a irregularidades em benefícios previdenciários.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=30%2F5%2F2019&txPagina=481&txSuplemento=&enviar=Pesquisar
41,1204495,camara,DISCUSSÃO,2019-05-29,NA,"Discussão da Medida Provisória n° 871, de 2019, sobre o combate a irregularidades em benefícios previdenciários.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=30%2F5%2F2019&txPagina=501&txSuplemento=&enviar=Pesquisar
42,1204495,camara,ENCAMINHAMENTO DE VOTAÇÃO,2019-05-29,NA,"Encaminhamento da votação do requerimento de encerramento da discussão e do encaminhamento da votação da Medida Provisória n° 871, de 2019, sobre o combate a irregularidades em benefícios previdenciários.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=30%2F5%2F2019&txPagina=503&txSuplemento=&enviar=Pesquisar
43,1204495,camara,PELA ORDEM,2019-05-29,NA,"Orientação de bancada na votação do Projeto de Lei de Conversão nº 11, de 2019, adotado pela Comissão Mista, apresentado à Medida Provisória nº 871, de 2019, sobre o combate a irregularidades em benefícios previdenciários, ressalvados os destaques.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=30%2F5%2F2019&txPagina=525&txSuplemento=&enviar=Pesquisar
44,1204495,camara,PELA ORDEM,2019-05-29,NA,"Orientação de bancada na votação da Emenda nº 185, na parte relativa à modificação do caput do artigo 38-A da Lei nº 8.213, de 1991, apresentada à Medida Provisória nº 871, de 2019, sobre o combate a irregularidades em benefícios previdenciários.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=30%2F5%2F2019&txPagina=600&txSuplemento=&enviar=Pesquisar
45,1204495,camara,PEQUENO EXPEDIENTE,2019-06-04,NA,"Lançamento da ação popular Empate dos Povos da Amazônia, sobre mobilização de organizações sociais representativas dos povos da Amazônia. Participação do orador na abertura do II Fórum Internacional sobre a Amazônia - FIA, na Universidade de Brasília - UnB, e em abraço simbólico ao Ministério do Meio Ambiente, para a sensibilização da população brasileira sobre a importância da defesa do patrimônio ambiental do País.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=5%2F6%2F2019&txPagina=60&txSuplemento=&enviar=Pesquisar
46,1204495,camara,DISCUSSÃO,2019-06-04,NA,"Discussão da Medida Provisória nº 875, de 2019, relativa a Auxílio Emergencial Pecuniário para famílias de Brumadinho, Estado de Minas Gerais. Expectativa quanto aos trabalhos da CPI relativa ao rompimento da Barragem de Brumadinho. Relato sobre atividades do orador relacionadas do transcurso do Dia Mundial do Meio Ambiente.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=5%2F6%2F2019&txPagina=125&txSuplemento=&enviar=Pesquisar
47,1204495,camara,PELA ORDEM,2019-06-05,NA,"Importância do artigo Amazônia: garimpos jogam uma Brumadinho a cada 20 meses no Tapajós , sobre o despejo de minérios no Rio Tapajós, de autoria do dirigente da ONG Projeto Saúde e Alegria, publicado pela revista Carta Capital . Transcurso do Dia Mundial do Meio Ambiente.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=6%2F6%2F2019&txPagina=50&txSuplemento=&enviar=Pesquisar
48,1204495,camara,PELA ORDEM,2019-06-05,NA,"Protesto contra o cancelamento pela Fundação Nacional de Saúde - FUNASA de convênios com Prefeituras Municipais do Estado do Pará, em prejuízo ao abastecimento de água e à melhoria das condições sanitárias domiciliares de populações de baixa renda.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=6%2F6%2F2019&txPagina=118&txSuplemento=&enviar=Pesquisar
49,1204495,camara,BREVES COMUNICAÇÕES,2019-06-06,NA,"Transcurso do Dia do Meio Ambiente e do 11º aniversário de criação da Reserva Extrativista do Rio Xingu, no Município de Altamira, Estado do Pará.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=7%2F6%2F2019&txPagina=39&txSuplemento=&enviar=Pesquisar
50,1204495,camara,PELA ORDEM,2019-06-06,NA,"Necessidade de anulação, pelo Supremo Tribunal Federal, da Medida Provisória nº 871, de 2019, sobre combate a irregularidades em benefícios previdenciários, por não cumprimento de trâmite regimental pelo Senado Federal. Condicionamento da votação do Projeto de Lei do Congresso (PLN) nº 4, de 2019, sobre crédito suplementar para reforço de dotações constantes da Lei Orçamentária vigente, à destinação de recursos para a educação, saúde, ciência e tecnologia e ao Programa Minha Casa, Minha Vida. Disposição de obstrução total a qualquer matéria em tramitação no plenário da Casa e nas Comissões do Congresso Nacional, no caso de não atendimento dessas condições.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=7%2F6%2F2019&txPagina=73&txSuplemento=&enviar=Pesquisar
51,1204495,camara,BREVES COMUNICAÇÕES,2019-06-11,NA,Condições estabelecidas pela Oposição para o acordo de votação de projeto de lei sobre a destinação de verbas suplementares ao Governo Federal. Graves prejuízos à imagem do Judiciário brasileiro causados pelo Ministro da Justiça e Segurança Pública Sergio Moro e  pelo procurador da República Deltan Martinazzo Dallagnol.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=J&Datain=13%2F6%2F2019&txPagina=45&txSuplemento=&enviar=Pesquisar
52,1204495,camara,BREVES COMUNICAÇÕES,2019-06-12,NA,"Assassinato do Presidente do Sindicato dos Trabalhadores e Trabalhadores Rurais de Rio Maria, Carlos Cabral Pereira, no Estado do Pará. Histórico de homicídios de líderes rurais no Município de Rio Maria.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=13%2F6%2F2019&txPagina=85&txSuplemento=&enviar=Pesquisar
53,1204495,camara,PELA ORDEM,2019-06-12,NA,"Aprovação do Projeto de Lei do Congresso Nacional nº 4, de 2018, sobre a suplementação de verbas orçamentárias para Ministérios, em especial para a educação brasileira. Anúncio da realização de greve geral contra a reforma previdenciária. Utilização eleiçoeira da Operação Lava-Jato pelo então Juiz Federal, Sérgio Moro, e pelo Procurador da República, Deltan Dallagnol.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=13%2F6%2F2019&txPagina=101&txSuplemento=&enviar=Pesquisar
54,1204495,camara,PEQUENO EXPEDIENTE,2019-06-13,NA,"Exigência, pelos partidos oposicionistas, de investigação de diálogos mantidos entre o então Juiz Federal, Sérgio Moro, e o Procurador da República, Deltan Dallagnol, no âmbito da Operação Lava-Jato. Apoio ao posicionamento da Ordem dos Advogados do Brasil - OAB, favorável ao imediato afastamento do Ministro da Justiça e Segurança Pública, Sérgio Moro, e do Procurador da República, Deltan Dallagnol.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=14%2F6%2F2019&txPagina=31&txSuplemento=&enviar=Pesquisar
55,1204495,camara,PELA ORDEM,2019-06-13,NA,Aperfeiçoamento da proposta governamental de reforma previdenciária.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=14%2F6%2F2019&txPagina=44&txSuplemento=&enviar=Pesquisar
56,1204495,camara,BREVES COMUNICAÇÕES,2019-06-17,NA,Natureza ideológica da demissão do Sr. Joaquim Levy do cargo de Presidente do Banco Nacional de Desenvolvimento Econômico e Social - BNDES.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=18%2F6%2F2019&txPagina=26&txSuplemento=&enviar=Pesquisar
57,1204495,camara,PELA ORDEM,2019-06-17,NA,"Solidariedade ao Deputado Ivan Valente. Desestruturação do Governo Jair Bolsonaro. Defesa de demissão do Ministro da Justiça e Segurança Pública, Sérgio Moro.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=18%2F6%2F2019&txPagina=54&txSuplemento=&enviar=Pesquisar
58,1204495,camara,PELA ORDEM,2019-06-18,NA,"Homenagem póstuma ao Arcebispo Emérito de Porto Velho, Dom Moacyr Grechi. Realização do Encontro das Águas, no Município de Santarém, Estado do Pará. Carta do Encontro das Águas, assinada por representantes de entidades participantes no evento.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=19%2F6%2F2019&txPagina=100&txSuplemento=&enviar=Pesquisar
59,1204495,camara,COMO LÍDER,2019-06-19,NA,"Pedido aos Presidentes da Câmara dos Deputados e do Senado Federal de devolução, ao Poder Executivo, da Medida Provisória nº 886, de 2019, sobre a transferência para o Ministério da Agricultura, Pecuária e Abastecimento da responsabilidade pela demarcação de terras indígenas, de quilombolas e da agricultura familiar. Ajuizamento pelo PT de ação direta de inconstitucionalidade da proposição.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=20%2F6%2F2019&txPagina=33&txSuplemento=&enviar=Pesquisar
60,1204495,camara,PELA ORDEM,2019-06-25,NA,Perseguição do Governo Jair Bolsonaro aos profissionais da imprensa.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=26%2F6%2F2019&txPagina=149&txSuplemento=&enviar=Pesquisar
61,1204495,camara,PEQUENO EXPEDIENTE,2019-07-02,NA,"Realização do Festival Internacional de Cinema de Alter do Chão, no Município de Santarém, Estado do Pará.",http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=3%2F7%2F2019&txPagina=27&txSuplemento=&enviar=Pesquisar
62,1204495,camara,PEQUENO EXPEDIENTE,2019-07-04,NA,Inadmissibilidade de extinção do Fundo da Amazônia.,http://imagem.camara.leg.br/dc_20b.asp?largura=&altura=&tipoForm=diarios&selCodColecaoCsv=D&Datain=5%2F7%2F2019&txPagina=65&txSuplemento=&enviar=Pesquisar
