id_votacao,id_parlamentar_voz,voto
2229308-65,1204405,-1
2229308-65,1204406,1
2229308-65,1204407,-1
2229308-65,1204408,1
2229308-65,1204409,1
2229308-65,1204410,1
2229308-65,1204411,1
2229308-65,1204412,1
2229308-65,1204413,1
2229308-65,1204414,1
2229308-65,1204415,1
2229308-65,1204416,1
2229308-65,1204418,1
2229308-65,1204419,1
2229308-65,1204420,1
2229308-65,1204421,1
2229308-65,1204422,1
2229308-65,1204425,1
2229308-65,1204426,-1
2229308-65,1204427,1
2229308-65,1204429,-1
2229308-65,1204430,1
2229308-65,1204431,1
2229308-65,1204432,1
2229308-65,1204433,1
2229308-65,1204434,1
2229308-65,1204435,-1
2229308-65,1204436,1
2229308-65,1204437,-1
2229308-65,1204438,1
2229308-65,1204439,1
2229308-65,1204440,1
2229308-65,1204442,1
2229308-65,1204444,1
2229308-65,1204446,1
2229308-65,1204447,1
2229308-65,1204448,1
2229308-65,1204449,1
2229308-65,1204450,1
2229308-65,1204451,1
2229308-65,1204452,1
2229308-65,1204453,-1
2229308-65,1204454,1
2229308-65,1204455,1
2229308-65,1204456,1
2229308-65,1204457,1
2229308-65,1204458,1
2229308-65,1204459,1
2229308-65,1204460,1
2229308-65,1204461,-1
2229308-65,1204463,1
2229308-65,1204464,-1
2229308-65,1204465,1
2229308-65,1204466,-1
2229308-65,1204467,-1
2229308-65,1204468,-1
2229308-65,1204469,1
2229308-65,1204471,1
2229308-65,1204472,1
2229308-65,1204473,1
2229308-65,1204474,1
2229308-65,1204475,1
2229308-65,1204476,1
2229308-65,1204477,1
2229308-65,1204478,1
2229308-65,1204479,1
2229308-65,1204480,-1
2229308-65,1204481,1
2229308-65,1204482,1
2229308-65,1204483,-1
2229308-65,1204484,1
2229308-65,1204485,-1
2229308-65,1204486,-1
2229308-65,1204487,1
2229308-65,1204488,-1
2229308-65,1204489,-1
2229308-65,1204490,1
2229308-65,1204491,1
2229308-65,1204492,-1
2229308-65,1204494,1
2229308-65,1204495,-1
2229308-65,1204496,1
2229308-65,1204497,1
2229308-65,1204498,1
2229308-65,1204499,-1
2229308-65,1204500,1
2229308-65,1204501,-1
2229308-65,1204502,1
2229308-65,1204503,-1
2229308-65,1204504,1
2229308-65,1204505,1
2229308-65,1204506,1
2229308-65,1204507,1
2229308-65,1204508,1
2229308-65,1204510,1
2229308-65,1204511,-1
2229308-65,1204512,1
2229308-65,1204513,1
2229308-65,1204514,1
2229308-65,1204515,3
2229308-65,1204516,-1
2229308-65,1204517,1
2229308-65,1204518,1
2229308-65,1204519,-1
2229308-65,1204520,1
2229308-65,1204521,1
2229308-65,1204522,1
2229308-65,1204523,-1
2229308-65,1204524,1
2229308-65,1204525,-1
2229308-65,1204526,1
2229308-65,1204527,1
2229308-65,1204528,-1
2229308-65,1204529,1
2229308-65,1204530,-1
2229308-65,1204531,1
2229308-65,1204532,-1
2229308-65,1204533,-1
2229308-65,1204534,-1
2229308-65,1204535,-1
2229308-65,1204536,1
2229308-65,1204539,1
2229308-65,1204540,1
2229308-65,1204541,-1
2229308-65,1204542,-1
2229308-65,1204544,1
2229308-65,1204545,1
2229308-65,1204546,1
2229308-65,1204547,1
2229308-65,1204549,1
2229308-65,1204550,1
2229308-65,1204551,1
2229308-65,1204553,-1
2229308-65,1204554,1
2229308-65,1204555,-1
2229308-65,1204556,1
2229308-65,1204557,1
2229308-65,1204558,-1
2229308-65,1204559,-1
2229308-65,1204560,1
2229308-65,1204561,-1
2229308-65,1204562,1
2229308-65,1204564,-1
2229308-65,1204565,1
2229308-65,1204566,-1
2229308-65,1204567,1
2229308-65,1204569,1
2229308-65,1204570,1
2229308-65,1204571,-1
2229308-65,1204572,1
2229308-65,1204573,1
2229308-65,1204574,1
2229308-65,1204575,1
2229308-65,1204576,1
2229308-65,1205476,-1
2229308-65,1205535,1
2229308-65,1205548,-1
2229308-65,1205550,1
2229308-65,1205863,1
2229308-65,1205865,1
2229308-65,1206231,-1
2229308-65,1207176,1
2229308-65,1207309,1
2229308-65,1209189,-1
2229308-65,1212749,1
2229308-65,1213274,-1
2229308-66,166179,1
2229308-66,166828,1
2229308-66,167138,1
2229308-66,168720,-1
2229308-66,169871,-1
2229308-66,172442,-1
2229308-66,173433,-1
2229308-66,173441,1
2229308-66,173466,1
2229308-66,173482,-1
2229308-66,173486,-1
2229308-66,173531,-1
2229308-66,173586,-1
2229308-66,173604,-1
2229308-66,173692,1
2229308-66,173696,1
2229308-66,173701,1
2229308-66,173788,1
2229308-66,173801,-1
2229308-66,173808,1
2229308-66,173943,-1
2229308-66,174044,1
2229308-66,174052,1
2229308-66,174057,-1
2229308-66,174060,-1
2229308-66,174075,1
2229308-66,174079,1
2229308-66,174090,1
2229308-66,174156,-1
2229308-66,174158,-1
2229308-66,174159,-1
2229308-66,174160,-1
2229308-66,174161,-1
2229308-66,174200,1
2229308-66,174262,1
2229308-66,174270,1
2229308-66,174283,-1
2229308-66,174299,-1
2229308-66,174305,1
2229308-66,174319,1
2229308-66,174352,1
2229308-66,174366,1
2229308-66,174371,-1
2229308-66,174376,-1
2229308-66,174383,1
2229308-66,174398,-1
2229308-66,174400,-1
2229308-66,174419,-1
2229308-66,174439,-1
2229308-66,174459,1
2229308-66,174467,-1
2229308-66,174471,1
2229308-66,174478,1
2229308-66,174554,1
2229308-66,174574,-1
2229308-66,174585,1
2229308-66,174646,1
2229308-66,174655,1
2229308-66,174749,1
2229308-66,174784,-1
2229308-66,174848,-1
2229308-66,175431,1
2229308-66,176874,-1
2229308-66,181055,-1
2229308-66,181297,1
2229308-66,190201,1
2229308-66,190842,1
2229308-66,192102,1
2229308-66,192346,1
2229308-66,192699,1
2229308-66,193083,1
2229308-66,198057,1
2229308-66,1108338,1
2229308-66,1109429,1
2229308-66,1112437,1
2229308-66,1115746,1
2229308-66,1116379,1
2229308-66,1121948,1
2229308-66,1122158,1
2229308-66,1122974,1
2229308-66,1128760,1
2229308-66,1132504,-1
2229308-66,1133439,-1
2229308-66,1134812,-1
2229308-66,1135054,1
2229308-66,1136811,1
2229308-66,1137070,1
2229308-66,1139285,-1
2229308-66,1141335,-1
2229308-66,1141391,1
2229308-66,1141398,-1
2229308-66,1141401,1
2229308-66,1141405,1
2229308-66,1141408,1
2229308-66,1141411,-1
2229308-66,1141417,1
2229308-66,1141421,1
2229308-66,1141422,1
2229308-66,1141427,1
2229308-66,1141431,1
2229308-66,1141434,1
2229308-66,1141439,-1
2229308-66,1141450,1
2229308-66,1141459,1
2229308-66,1141464,-1
2229308-66,1141470,-1
2229308-66,1141488,-1
2229308-66,1141508,-1
2229308-66,1141516,1
2229308-66,1141518,-1
2229308-66,1141523,1
2229308-66,1141531,1
2229308-66,1141553,1
2229308-66,1141555,1
2229308-66,1143084,1
2229308-66,1143632,1
2229308-66,1146307,1
2229308-66,1146788,1
2229308-66,1150418,1
2229308-66,1151208,1
2229308-66,1152605,-1
2229308-66,1152610,1
2229308-66,1154178,1
2229308-66,1156190,1
2229308-66,1157130,-1
2229308-66,1159237,-1
2229308-66,1160508,-1
2229308-66,1160511,-1
2229308-66,1160512,1
2229308-66,1160518,-1
2229308-66,1160528,-1
2229308-66,1160531,1
2229308-66,1160534,1
2229308-66,1160535,-1
2229308-66,1160538,-1
2229308-66,1160545,1
2229308-66,1160552,1
2229308-66,1160553,1
2229308-66,1160556,-1
2229308-66,1160558,1
2229308-66,1160559,1
2229308-66,1160569,-1
2229308-66,1160570,-1
2229308-66,1160575,-1
2229308-66,1160587,1
2229308-66,1160588,1
2229308-66,1160589,1
2229308-66,1160592,-1
2229308-66,1160598,-1
2229308-66,1160599,1
2229308-66,1160600,1
2229308-66,1160601,1
2229308-66,1160604,-1
2229308-66,1160610,-1
2229308-66,1160632,1
2229308-66,1160635,1
2229308-66,1160639,1
2229308-66,1160640,1
2229308-66,1160641,-1
2229308-66,1160645,1
2229308-66,1160651,1
2229308-66,1160653,1
2229308-66,1160655,1
2229308-66,1160665,1
2229308-66,1160666,-1
2229308-66,1160667,1
2229308-66,1160669,1
2229308-66,1160673,1
2229308-66,1160674,1
2229308-66,1160758,1
2229308-66,1160976,-1
2229308-66,1161550,-1
2229308-66,1162332,1
2229308-66,1164359,1
2229308-66,1164360,1
2229308-66,1166402,1
2229308-66,1171617,-1
2229308-66,1171619,-1
2229308-66,1171623,1
2229308-66,1177282,-1
2229308-66,1178829,1
2229308-66,1178830,1
2229308-66,1178831,1
2229308-66,1178832,1
2229308-66,1178833,-1
2229308-66,1178835,-1
2229308-66,1178836,1
2229308-66,1178839,1
2229308-66,1178842,-1
2229308-66,1178843,1
2229308-66,1178854,1
2229308-66,1178857,-1
2229308-66,1178858,-1
2229308-66,1178860,1
2229308-66,1178861,1
2229308-66,1178863,1
2229308-66,1178866,-1
2229308-66,1178871,1
2229308-66,1178873,-1
2229308-66,1178874,-1
2229308-66,1178876,1
2229308-66,1178879,1
2229308-66,1178881,1
2229308-66,1178882,1
2229308-66,1178884,1
2229308-66,1178886,1
2229308-66,1178889,-1
2229308-66,1178908,1
2229308-66,1178909,1
2229308-66,1178910,1
2229308-66,1178912,1
2229308-66,1178916,1
2229308-66,1178920,1
2229308-66,1178921,1
2229308-66,1178922,-1
2229308-66,1178925,-1
2229308-66,1178927,-1
2229308-66,1178928,1
2229308-66,1178929,1
2229308-66,1178930,1
2229308-66,1178931,-1
2229308-66,1178933,1
2229308-66,1178934,1
2229308-66,1178939,1
2229308-66,1178945,1
2229308-66,1178946,1
2229308-66,1178951,-1
2229308-66,1178952,1
2229308-66,1178953,-1
2229308-66,1178954,1
2229308-66,1178956,1
2229308-66,1178959,1
2229308-66,1178961,1
2229308-66,1178962,1
2229308-66,1178964,-1
2229308-66,1178966,1
2229308-66,1178969,-1
2229308-66,1178970,-1
2229308-66,1178972,1
2229308-66,1178975,1
2229308-66,1178977,1
2229308-66,1178981,1
2229308-66,1178982,1
2229308-66,1178983,1
2229308-66,1178984,1
2229308-66,1178985,1
2229308-66,1178986,-1
2229308-66,1178990,1
2229308-66,1178992,1
2229308-66,1178993,1
2229308-66,1178994,1
2229308-66,1178996,1
2229308-66,1178997,1
2229308-66,1179001,1
2229308-66,1179587,1
2229308-66,1191923,1
2229308-66,1193726,1
2229308-66,1196358,1
2229308-66,1197438,1
2229308-66,1198197,1
2229308-66,1198783,1
2229308-66,1204351,1
2229308-66,1204352,-1
2229308-66,1204353,1
2229308-66,1204354,1
2229308-66,1204355,1
2229308-66,1204356,1
2229308-66,1204357,1
2229308-66,1204358,1
2229308-66,1204359,1
2229308-66,1204360,-1
2229308-66,1204361,1
2229308-66,1204362,1
2229308-66,1204363,1
2229308-66,1204364,1
2229308-66,1204365,1
2229308-66,1204366,1
2229308-66,1204367,1
2229308-66,1204368,1
2229308-66,1204369,1
2229308-66,1204370,-1
2229308-66,1204371,-1
2229308-66,1204372,1
2229308-66,1204373,1
2229308-66,1204374,1
2229308-66,1204375,1
2229308-66,1204376,1
2229308-66,1204377,1
2229308-66,1204378,1
2229308-66,1204379,1
2229308-66,1204380,1
2229308-66,1204381,1
2229308-66,1204382,1
2229308-66,1204383,1
2229308-66,1204385,-1
2229308-66,1204386,1
2229308-66,1204387,1
2229308-66,1204388,1
2229308-66,1204389,-1
2229308-66,1204390,1
2229308-66,1204391,1
2229308-66,1204392,1
2229308-66,1204393,-1
2229308-66,1204394,-1
2229308-66,1204395,1
2229308-66,1204396,1
2229308-66,1204398,1
2229308-66,1204399,1
2229308-66,1204400,1
2229308-66,1204403,1
2229308-66,1204404,1
2229308-66,1204405,-1
2229308-66,1204406,1
2229308-66,1204407,-1
2229308-66,1204408,1
2229308-66,1204409,1
2229308-66,1204410,1
2229308-66,1204411,1
2229308-66,1204412,1
2229308-66,1204413,1
2229308-66,1204414,1
2229308-66,1204415,1
2229308-66,1204416,1
2229308-66,1204418,1
2229308-66,1204419,1
2229308-66,1204420,1
2229308-66,1204421,1
2229308-66,1204422,1
2229308-66,1204426,-1
2229308-66,1204427,1
2229308-66,1204428,-1
2229308-66,1204429,-1
2229308-66,1204430,1
2229308-66,1204431,1
2229308-66,1204432,1
2229308-66,1204433,1
2229308-66,1204434,1
2229308-66,1204435,-1
2229308-66,1204436,1
2229308-66,1204437,1
2229308-66,1204438,1
2229308-66,1204439,1
2229308-66,1204440,1
2229308-66,1204441,1
2229308-66,1204442,1
2229308-66,1204444,1
2229308-66,1204446,1
2229308-66,1204447,1
2229308-66,1204448,1
2229308-66,1204449,1
2229308-66,1204450,1
2229308-66,1204451,3
2229308-66,1204452,1
2229308-66,1204453,-1
2229308-66,1204454,1
2229308-66,1204455,1
2229308-66,1204456,1
2229308-66,1204457,1
2229308-66,1204458,1
2229308-66,1204459,1
2229308-66,1204460,1
2229308-66,1204461,1
2229308-66,1204462,1
2229308-66,1204463,1
2229308-66,1204464,-1
2229308-66,1204465,1
2229308-66,1204466,-1
2229308-66,1204467,-1
2229308-66,1204468,-1
2229308-66,1204469,1
2229308-66,1204471,1
2229308-66,1204472,1
2229308-66,1204473,1
2229308-66,1204474,1
2229308-66,1204475,1
2229308-66,1204476,1
2229308-66,1204477,1
2229308-66,1204478,1
2229308-66,1204479,1
2229308-66,1204480,-1
2229308-66,1204481,1
2229308-66,1204482,1
2229308-66,1204483,-1
2229308-66,1204484,1
2229308-66,1204485,-1
2229308-66,1204486,-1
2229308-66,1204487,1
2229308-66,1204488,-1
2229308-66,1204489,-1
2229308-66,1204490,1
2229308-66,1204491,1
2229308-66,1204492,-1
2229308-66,1204494,1
2229308-66,1204495,-1
2229308-66,1204496,1
2229308-66,1204497,1
2229308-66,1204498,1
2229308-66,1204501,-1
2229308-66,1204502,1
2229308-66,1204503,-1
2229308-66,1204505,1
2229308-66,1204506,1
2229308-66,1204507,1
2229308-66,1204508,1
2229308-66,1204510,1
2229308-66,1204511,1
2229308-66,1204512,1
2229308-66,1204513,1
2229308-66,1204514,1
2229308-66,1204515,3
2229308-66,1204516,1
2229308-66,1204517,1
2229308-66,1204518,1
2229308-66,1204519,1
2229308-66,1204520,1
2229308-66,1204521,1
2229308-66,1204522,1
2229308-66,1204523,1
2229308-66,1204524,1
2229308-66,1204525,-1
2229308-66,1204526,1
2229308-66,1204528,1
2229308-66,1204529,1
2229308-66,1204530,-1
2229308-66,1204531,1
2229308-66,1204532,1
2229308-66,1204533,-1
2229308-66,1204534,-1
2229308-66,1204535,-1
2229308-66,1204536,1
2229308-66,1204537,1
2229308-66,1204538,1
2229308-66,1204539,1
2229308-66,1204540,1
2229308-66,1204541,-1
2229308-66,1204542,-1
2229308-66,1204545,1
2229308-66,1204546,1
2229308-66,1204549,1
2229308-66,1204550,1
2229308-66,1204551,1
2229308-66,1204552,-1
2229308-66,1204553,-1
2229308-66,1204554,1
2229308-66,1204555,-1
2229308-66,1204556,1
2229308-66,1204558,-1
2229308-66,1204559,-1
2229308-66,1204560,1
2229308-66,1204561,-1
2229308-66,1204562,1
2229308-66,1204565,1
2229308-66,1204566,-1
2229308-66,1204567,1
2229308-66,1204569,1
2229308-66,1204570,1
2229308-66,1204571,1
2229308-66,1204572,1
2229308-66,1204573,-1
2229308-66,1204574,1
2229308-66,1204575,1
2229308-66,1205476,-1
2229308-66,1205535,1
2229308-66,1205548,-1
2229308-66,1205550,1
2229308-66,1205863,1
2229308-66,1205865,1
2229308-66,1206231,-1
2229308-66,1207176,1
2229308-66,1207309,1
2229308-66,1209189,-1
2229308-66,1212749,1
2229308-66,1213274,-1
2229308-71,166179,-1
2229308-71,166828,-1
2229308-71,168720,-1
2229308-71,169871,-1
2229308-71,172442,-1
2229308-71,173433,-1
2229308-71,173441,1
2229308-71,173460,-1
2229308-71,173466,-1
2229308-71,173482,-1
2229308-71,173486,-1
2229308-71,173531,-1
2229308-71,173586,-1
2229308-71,173604,-1
2229308-71,173692,1
2229308-71,173696,-1
2229308-71,173701,-1
2229308-71,173788,-1
2229308-71,173801,-1
2229308-71,173808,-1
2229308-71,173943,-1
2229308-71,174044,-1
2229308-71,174052,-1
2229308-71,174057,-1
2229308-71,174060,-1
2229308-71,174075,-1
2229308-71,174079,-1
2229308-71,174090,-1
2229308-71,174156,-1
2229308-71,174158,-1
2229308-71,174159,-1
2229308-71,174160,-1
2229308-71,174161,-1
2229308-71,174200,1
2229308-71,174262,1
2229308-71,174283,-1
2229308-71,174299,-1
2229308-71,174305,1
2229308-71,174352,1
2229308-71,174366,-1
2229308-71,174371,-1
2229308-71,174376,-1
2229308-71,174398,-1
2229308-71,174400,-1
2229308-71,174419,-1
2229308-71,174439,-1
2229308-71,174459,-1
2229308-71,174467,-1
2229308-71,174471,-1
2229308-71,174478,1
2229308-71,174554,1
2229308-71,174574,-1
2229308-71,174585,-1
2229308-71,174784,-1
2229308-71,174848,-1
2229308-71,175431,-1
2229308-71,176874,-1
2229308-71,181055,-1
2229308-71,181297,1
2229308-71,190201,-1
2229308-71,190842,-1
2229308-71,192102,-1
2229308-71,192699,-1
2229308-71,193083,-1
2229308-71,198057,-1
2229308-71,1108338,-1
2229308-71,1109429,-1
2229308-71,1112437,-1
2229308-71,1115746,-1
2229308-71,1116379,-1
2229308-71,1121948,-1
2229308-71,1122158,-1
2229308-71,1122974,-1
2229308-71,1128760,-1
2229308-71,1132504,-1
2229308-71,1133439,-1
2229308-71,1133810,-1
2229308-71,1133968,-1
2229308-71,1134812,-1
2229308-71,1135054,-1
2229308-71,1136811,-1
2229308-71,1137070,-1
2229308-71,1139285,-1
2229308-71,1141335,-1
2229308-71,1141398,-1
2229308-71,1141401,-1
2229308-71,1141405,-1
2229308-71,1141408,-1
2229308-71,1141411,-1
2229308-71,1141417,-1
2229308-71,1141421,-1
2229308-71,1141427,1
2229308-71,1141431,-1
2229308-71,1141434,-1
2229308-71,1141439,-1
2229308-71,1141459,-1
2229308-71,1141464,-1
2229308-71,1141470,-1
2229308-71,1141488,-1
2229308-71,1141508,-1
2229308-71,1141516,1
2229308-71,1141518,-1
2229308-71,1141523,-1
2229308-71,1141531,1
2229308-71,1141553,1
2229308-71,1141555,-1
2229308-71,1143084,-1
2229308-71,1143632,-1
2229308-71,1146307,-1
2229308-71,1146788,-1
2229308-71,1151208,-1
2229308-71,1152605,-1
2229308-71,1152610,-1
2229308-71,1154178,-1
2229308-71,1156190,1
2229308-71,1157130,-1
2229308-71,1160508,-1
2229308-71,1160510,-1
2229308-71,1160511,-1
2229308-71,1160512,-1
2229308-71,1160518,-1
2229308-71,1160527,-1
2229308-71,1160528,-1
2229308-71,1160531,-1
2229308-71,1160534,-1
2229308-71,1160538,-1
2229308-71,1160545,-1
2229308-71,1160552,-1
2229308-71,1160556,-1
2229308-71,1160558,1
2229308-71,1160559,-1
2229308-71,1160575,-1
2229308-71,1160587,-1
2229308-71,1160588,-1
2229308-71,1160589,-1
2229308-71,1160598,-1
2229308-71,1160599,-1
2229308-71,1160600,-1
2229308-71,1160601,1
2229308-71,1160604,-1
2229308-71,1160610,-1
2229308-71,1160619,-1
2229308-71,1160632,-1
2229308-71,1160635,1
2229308-71,1160639,-1
2229308-71,1160640,1
2229308-71,1160641,-1
2229308-71,1160645,1
2229308-71,1160651,1
2229308-71,1160653,-1
2229308-71,1160655,-1
2229308-71,1160665,-1
2229308-71,1160666,-1
2229308-71,1160667,-1
2229308-71,1160669,-1
2229308-71,1160674,-1
2229308-71,1160758,1
2229308-71,1160976,-1
2229308-71,1161550,-1
2229308-71,1162332,-1
2229308-71,1164359,1
2229308-71,1164360,-1
2229308-71,1166402,1
2229308-71,1171617,-1
2229308-71,1171619,-1
2229308-71,1171623,-1
2229308-71,1177282,-1
2229308-71,1178829,-1
2229308-71,1178832,-1
2229308-71,1178833,-1
2229308-71,1178835,-1
2229308-71,1178836,-1
2229308-71,1178839,-1
2229308-71,1178842,-1
2229308-71,1178843,-1
2229308-71,1178857,-1
2229308-71,1178858,-1
2229308-71,1178860,-1
2229308-71,1178861,-1
2229308-71,1178866,-1
2229308-71,1178871,1
2229308-71,1178873,-1
2229308-71,1178874,-1
2229308-71,1178876,1
2229308-71,1178879,-1
2229308-71,1178881,-1
2229308-71,1178884,1
2229308-71,1178886,-1
2229308-71,1178889,-1
2229308-71,1178908,1
2229308-71,1178909,-1
2229308-71,1178910,1
2229308-71,1178912,1
2229308-71,1178916,1
2229308-71,1178920,1
2229308-71,1178921,-1
2229308-71,1178922,-1
2229308-71,1178927,-1
2229308-71,1178928,-1
2229308-71,1178929,1
2229308-71,1178930,-1
2229308-71,1178931,-1
2229308-71,1178933,-1
2229308-71,1178934,-1
2229308-71,1178945,-1
2229308-71,1178946,-1
2229308-71,1178947,1
2229308-71,1178951,-1
2229308-71,1178952,-1
2229308-71,1178953,-1
2229308-71,1178954,-1
2229308-71,1178956,1
2229308-71,1178959,-1
2229308-71,1178961,-1
2229308-71,1178962,-1
2229308-71,1178964,-1
2229308-71,1178966,1
2229308-71,1178969,-1
2229308-71,1178970,-1
2229308-71,1178975,-1
2229308-71,1178977,1
2229308-71,1178982,1
2229308-71,1178983,-1
2229308-71,1178984,1
2229308-71,1178985,1
2229308-71,1178986,-1
2229308-71,1178987,-1
2229308-71,1178990,1
2229308-71,1178994,-1
2229308-71,1178996,-1
2229308-71,1178997,-1
2229308-71,1179001,-1
2229308-71,1179587,1
2229308-71,1191923,-1
2229308-71,1193726,-1
2229308-71,1196358,-1
2229308-71,1197438,1
2229308-71,1198197,1
2229308-71,1198783,-1
2229308-71,1204351,1
2229308-71,1204352,-1
2229308-71,1204353,-1
2229308-71,1204354,-1
2229308-71,1204356,-1
2229308-71,1204357,1
2229308-71,1204358,1
2229308-71,1204359,1
2229308-71,1204360,-1
2229308-71,1204361,-1
2229308-71,1204362,1
2229308-71,1204363,1
2229308-71,1204364,-1
2229308-71,1204365,1
2229308-71,1204366,1
2229308-71,1204367,1
2229308-71,1204368,1
2229308-71,1204369,1
2229308-71,1204370,-1
2229308-71,1204371,-1
2229308-71,1204372,-1
2229308-71,1204373,1
2229308-71,1204374,1
2229308-71,1204375,1
2229308-71,1204376,1
2229308-71,1204377,1
2229308-71,1204378,1
2229308-71,1204380,-1
2229308-71,1204381,-1
2229308-71,1204382,1
2229308-71,1204383,-1
2229308-71,1204385,-1
2229308-71,1204386,-1
2229308-71,1204387,1
2229308-71,1204388,1
2229308-71,1204389,-1
2229308-71,1204391,1
2229308-71,1204392,-1
2229308-71,1204393,-1
2229308-71,1204394,-1
2229308-71,1204395,-1
2229308-71,1204398,1
2229308-71,1204399,-1
2229308-71,1204400,1
2229308-71,1204403,-1
2229308-71,1204404,1
2229308-71,1204405,-1
2229308-71,1204406,-1
2229308-71,1204407,-1
2229308-71,1204408,-1
2229308-71,1204409,1
2229308-71,1204410,-1
2229308-71,1204411,1
2229308-71,1204412,-1
2229308-71,1204413,-1
2229308-71,1204414,-1
2229308-71,1204415,1
2229308-71,1204416,1
2229308-71,1204418,-1
2229308-71,1204419,1
2229308-71,1204420,1
2229308-71,1204421,1
2229308-71,1204422,-1
2229308-71,1204425,-1
2229308-71,1204426,-1
2229308-71,1204427,-1
2229308-71,1204429,-1
2229308-71,1204430,-1
2229308-71,1204431,-1
2229308-71,1204432,-1
2229308-71,1204433,-1
2229308-71,1204434,-1
2229308-71,1204435,-1
2229308-71,1204436,-1
2229308-71,1204437,-1
2229308-71,1204438,-1
2229308-71,1204439,-1
2229308-71,1204442,1
2229308-71,1204444,1
2229308-71,1204446,1
2229308-71,1204447,-1
2229308-71,1204448,-1
2229308-71,1204449,1
2229308-71,1204450,-1
2229308-71,1204451,1
2229308-71,1204452,1
2229308-71,1204453,-1
2229308-71,1204454,1
2229308-71,1204455,1
2229308-71,1204456,-1
2229308-71,1204457,-1
2229308-71,1204458,1
2229308-71,1204459,-1
2229308-71,1204460,1
2229308-71,1204461,1
2229308-71,1204462,1
2229308-71,1204463,-1
2229308-71,1204464,-1
2229308-71,1204465,-1
2229308-71,1204466,-1
2229308-71,1204467,-1
2229308-71,1204468,-1
2229308-71,1204469,-1
2229308-71,1204471,1
2229308-71,1204472,1
2229308-71,1204473,1
2229308-71,1204474,-1
2229308-71,1204475,-1
2229308-71,1204477,1
2229308-71,1204478,-1
2229308-71,1204479,1
2229308-71,1204480,-1
2229308-71,1204481,1
2229308-71,1204482,-1
2229308-71,1204483,-1
2229308-71,1204484,1
2229308-71,1204485,-1
2229308-71,1204486,-1
2229308-71,1204487,-1
2229308-71,1204488,-1
2229308-71,1204489,-1
2229308-71,1204490,1
2229308-71,1204491,-1
2229308-71,1204492,-1
2229308-71,1204494,-1
2229308-71,1204495,-1
2229308-71,1204496,1
2229308-71,1204497,1
2229308-71,1204498,-1
2229308-71,1204500,-1
2229308-71,1204501,-1
2229308-71,1204502,1
2229308-71,1204503,-1
2229308-71,1204504,-1
2229308-71,1204505,-1
2229308-71,1204506,-1
2229308-71,1204507,1
2229308-71,1204508,1
2229308-71,1204510,1
2229308-71,1204511,-1
2229308-71,1204512,1
2229308-71,1204513,1
2229308-71,1204514,1
2229308-71,1204516,1
2229308-71,1204517,-1
2229308-71,1204519,1
2229308-71,1204520,1
2229308-71,1204522,-1
2229308-71,1204523,1
2229308-71,1204524,-1
2229308-71,1204525,-1
2229308-71,1204526,1
2229308-71,1204528,1
2229308-71,1204529,-1
2229308-71,1204530,-1
2229308-71,1204531,1
2229308-71,1204532,1
2229308-71,1204533,-1
2229308-71,1204534,-1
2229308-71,1204535,-1
2229308-71,1204536,1
2229308-71,1204537,1
2229308-71,1204538,-1
2229308-71,1204539,-1
2229308-71,1204540,-1
2229308-71,1204542,-1
2229308-71,1204545,1
2229308-71,1204546,1
2229308-71,1204547,1
2229308-71,1204548,1
2229308-71,1204549,-1
2229308-71,1204550,-1
2229308-71,1204551,-1
2229308-71,1204552,-1
2229308-71,1204553,-1
2229308-71,1204554,-1
2229308-71,1204556,-1
2229308-71,1204557,-1
2229308-71,1204558,-1
2229308-71,1204559,-1
2229308-71,1204560,1
2229308-71,1204561,-1
2229308-71,1204562,-1
2229308-71,1204565,1
2229308-71,1204566,-1
2229308-71,1204567,-1
2229308-71,1204569,1
2229308-71,1204570,-1
2229308-71,1204571,-1
2229308-71,1204572,1
2229308-71,1204573,-1
2229308-71,1204575,-1
2229308-71,1205476,-1
2229308-71,1205535,-1
2229308-71,1205548,-1
2229308-71,1205550,-1
2229308-71,1205863,1
2229308-71,1205865,1
2229308-71,1206231,-1
2229308-71,1207176,1
2229308-71,1209189,-1
2229308-71,1212749,-1
2229308-80,166179,-1
2229308-80,168720,-1
2229308-80,169871,-1
2229308-80,172442,-1
2229308-80,173433,-1
2229308-80,173441,1
2229308-80,173460,-1
2229308-80,173466,1
2229308-80,173486,-1
2229308-80,173531,-1
2229308-80,173586,-1
2229308-80,173692,1
2229308-80,173696,1
2229308-80,173701,-1
2229308-80,173788,1
2229308-80,173801,-1
2229308-80,173808,1
2229308-80,173943,-1
2229308-80,174044,1
2229308-80,174052,1
2229308-80,174057,-1
2229308-80,174060,-1
2229308-80,174075,1
2229308-80,174090,1
2229308-80,174156,-1
2229308-80,174158,-1
2229308-80,174160,-1
2229308-80,174161,-1
2229308-80,174200,1
2229308-80,174262,1
2229308-80,174270,3
2229308-80,174283,-1
2229308-80,174299,-1
2229308-80,174305,1
2229308-80,174352,1
2229308-80,174371,-1
2229308-80,174376,-1
2229308-80,174383,1
2229308-80,174398,-1
2229308-80,174400,-1
2229308-80,174419,-1
2229308-80,174439,-1
2229308-80,174459,1
2229308-80,174467,-1
2229308-80,174471,1
2229308-80,174478,1
2229308-80,174537,1
2229308-80,174554,1
2229308-80,174574,-1
2229308-80,174585,-1
2229308-80,174655,1
2229308-80,174749,1
2229308-80,174784,-1
2229308-80,174848,-1
2229308-80,175431,1
2229308-80,181055,-1
