id_votacao,id_parlamentar_voz,voto
2255387-65,1160635,-1
2255387-65,1160639,-1
2255387-65,1160641,1
2255387-65,1160645,-1
2255387-65,1160651,-1
2255387-65,1160653,-1
2255387-65,1160655,-1
2255387-65,1160665,-1
2255387-65,1160666,1
2255387-65,1160669,-1
2255387-65,1160673,-1
2255387-65,1160758,-1
2255387-65,1160976,1
2255387-65,1161550,1
2255387-65,1162332,-1
2255387-65,1164359,1
2255387-65,1164360,-1
2255387-65,1166402,-1
2255387-65,1171617,3
2255387-65,1171619,1
2255387-65,1171623,-1
2255387-65,1177282,1
2255387-65,1178829,-1
2255387-65,1178832,1
2255387-65,1178833,-1
2255387-65,1178835,1
2255387-65,1178836,-1
2255387-65,1178839,-1
2255387-65,1178842,1
2255387-65,1178843,-1
2255387-65,1178854,-1
2255387-65,1178857,-1
2255387-65,1178858,-1
2255387-65,1178861,-1
2255387-65,1178863,1
2255387-65,1178866,1
2255387-65,1178871,-1
2255387-65,1178873,1
2255387-65,1178876,-1
2255387-65,1178879,-1
2255387-65,1178881,-1
2255387-65,1178884,-1
2255387-65,1178886,-1
2255387-65,1178889,1
2255387-65,1178895,-1
2255387-65,1178910,-1
2255387-65,1178912,-1
2255387-65,1178916,-1
2255387-65,1178920,-1
2255387-65,1178921,-1
2255387-65,1178922,1
2255387-65,1178924,-1
2255387-65,1178925,1
2255387-65,1178928,-1
2255387-65,1178931,1
2255387-65,1178933,-1
2255387-65,1178934,1
2255387-65,1178945,-1
2255387-65,1178947,-1
2255387-65,1178948,-1
2255387-65,1178951,1
2255387-65,1178952,-1
2255387-65,1178953,1
2255387-65,1178956,-1
2255387-65,1178959,-1
2255387-65,1178961,-1
2255387-65,1178962,-1
2255387-65,1178964,1
2255387-65,1178966,-1
2255387-65,1178970,1
2255387-65,1178972,-1
2255387-65,1178977,-1
2255387-65,1178983,-1
2255387-65,1178985,-1
2255387-65,1178986,1
2255387-65,1178987,1
2255387-65,1178990,-1
2255387-65,1178992,-1
2255387-65,1178993,-1
2255387-65,1178994,-1
2255387-65,1178996,-1
2255387-65,1178997,-1
2255387-65,1179001,-1
2255387-65,1179587,-1
2255387-65,1188097,-1
2255387-65,1191923,-1
2255387-65,1193726,-1
2255387-65,1194260,-1
2255387-65,1196358,1
2255387-65,1198197,-1
2255387-65,1198783,1
2255387-65,1204351,-1
2255387-65,1204352,1
2255387-65,1204353,-1
2255387-65,1204354,-1
2255387-65,1204355,-1
2255387-65,1204356,-1
2255387-65,1204357,-1
2255387-65,1204358,-1
2255387-65,1204359,-1
2255387-65,1204360,1
2255387-65,1204362,-1
2255387-65,1204363,-1
2255387-65,1204365,-1
2255387-65,1204366,-1
2255387-65,1204367,-1
2255387-65,1204369,-1
2255387-65,1204370,-1
2255387-65,1204371,1
2255387-65,1204372,-1
2255387-65,1204373,1
2255387-65,1204374,-1
2255387-65,1204375,1
2255387-65,1204376,-1
2255387-65,1204377,-1
2255387-65,1204378,-1
2255387-65,1204379,1
2255387-65,1204381,-1
2255387-65,1204382,1
2255387-65,1204383,1
2255387-65,1204385,-1
2255387-65,1204386,-1
2255387-65,1204387,-1
2255387-65,1204388,-1
2255387-65,1204389,1
2255387-65,1204390,-1
2255387-65,1204391,-1
2255387-65,1204392,-1
2255387-65,1204393,1
2255387-65,1204394,1
2255387-65,1204395,-1
2255387-65,1204396,1
2255387-65,1204397,1
2255387-65,1204398,1
2255387-65,1204399,-1
2255387-65,1204400,-1
2255387-65,1204403,-1
2255387-65,1204404,1
2255387-65,1204405,1
2255387-65,1204406,-1
2255387-65,1204407,1
2255387-65,1204409,-1
2255387-65,1204410,1
2255387-65,1204411,-1
2255387-65,1204412,-1
2255387-65,1204413,-1
2255387-65,1204414,-1
2255387-65,1204415,1
2255387-65,1204416,-1
2255387-65,1204418,-1
2255387-65,1204419,-1
2255387-65,1204420,1
2255387-65,1204421,1
2255387-65,1204422,-1
2255387-65,1204423,-1
2255387-65,1204425,-1
2255387-65,1204426,1
2255387-65,1204427,1
2255387-65,1204428,1
2255387-65,1204429,1
2255387-65,1204430,-1
2255387-65,1204431,-1
2255387-65,1204432,-1
2255387-65,1204433,-1
2255387-65,1204434,-1
2255387-65,1204435,1
2255387-65,1204436,-1
2255387-65,1204437,-1
2255387-65,1204438,-1
2255387-65,1204439,-1
2255387-65,1204440,-1
2255387-65,1204441,-1
2255387-65,1204442,1
2255387-65,1204444,-1
2255387-65,1204446,-1
2255387-65,1204447,-1
2255387-65,1204448,-1
2255387-65,1204450,1
2255387-65,1204451,3
2255387-65,1204452,-1
2255387-65,1204453,1
2255387-65,1204454,-1
2255387-65,1204455,-1
2255387-65,1204457,-1
2255387-65,1204458,-1
2255387-65,1204460,-1
2255387-65,1204461,-1
2255387-65,1204462,-1
2255387-65,1204463,-1
2255387-65,1204465,-1
2255387-65,1204466,-1
2255387-65,1204467,1
2255387-65,1204468,1
2255387-65,1204469,-1
2255387-65,1204471,-1
2255387-65,1204472,-1
2255387-65,1204473,-1
2255387-65,1204474,-1
2255387-65,1204476,-1
2255387-65,1204477,1
2255387-65,1204478,-1
2255387-65,1204479,1
2255387-65,1204480,1
2255387-65,1204481,-1
2255387-65,1204482,-1
2255387-65,1204483,1
2255387-65,1204484,1
2255387-65,1204486,1
2255387-65,1204488,1
2255387-65,1204489,1
2255387-65,1204491,-1
2255387-65,1204492,1
2255387-65,1204495,1
2255387-65,1204496,-1
2255387-65,1204497,-1
2255387-65,1204498,-1
2255387-65,1204500,1
2255387-65,1204501,1
2255387-65,1204502,1
2255387-65,1204503,1
2255387-65,1204504,-1
2255387-65,1204505,-1
2255387-65,1204507,-1
2255387-65,1204508,-1
2255387-65,1204509,1
2255387-65,1204510,-1
2255387-65,1204511,-1
2255387-65,1204512,1
2255387-65,1204513,-1
2255387-65,1204514,-1
2255387-65,1204515,1
2255387-65,1204516,-1
2255387-65,1204519,-1
2255387-65,1204520,-1
2255387-65,1204521,1
2255387-65,1204522,-1
2255387-65,1204523,-1
2255387-65,1204524,-1
2255387-65,1204525,-1
2255387-65,1204526,-1
2255387-65,1204527,-1
2255387-65,1204528,-1
2255387-65,1204529,-1
2255387-65,1204530,-1
2255387-65,1204531,-1
2255387-65,1204532,-1
2255387-65,1204533,1
2255387-65,1204534,-1
2255387-65,1204535,1
2255387-65,1204536,-1
2255387-65,1204537,1
2255387-65,1204538,1
2255387-65,1204539,1
2255387-65,1204540,-1
2255387-65,1204541,1
2255387-65,1204542,1
2255387-65,1204544,-1
2255387-65,1204545,-1
2255387-65,1204546,-1
2255387-65,1204547,-1
2255387-65,1204548,1
2255387-65,1204549,-1
2255387-65,1204550,-1
2255387-65,1204551,-1
2255387-65,1204552,1
2255387-65,1204553,1
2255387-65,1204554,-1
2255387-65,1204555,3
2255387-65,1204556,-1
2255387-65,1204557,-1
2255387-65,1204558,1
2255387-65,1204559,1
2255387-65,1204560,-1
2255387-65,1204562,-1
2255387-65,1204564,-1
2255387-65,1204565,1
2255387-65,1204567,-1
2255387-65,1204569,1
2255387-65,1204570,-1
2255387-65,1204571,-1
2255387-65,1204572,-1
2255387-65,1204573,-1
2255387-65,1204575,1
2255387-65,1204576,-1
2255387-65,1205476,-1
2255387-65,1205548,1
2255387-65,1205550,-1
2255387-65,1205863,-1
2255387-65,1206231,1
2255387-65,1207176,-1
2255387-65,1207309,1
2255387-65,1209189,1
2255387-65,1212749,-1
2255387-65,1213274,-1
2255387-65,1213679,1
2255387-65,1213762,1
2255387-65,1213854,1
2255387-65,1213856,-1
2255387-98,162881,-1
2255387-98,166179,-1
2255387-98,166828,-1
2255387-98,167138,-1
2255387-98,168720,1
2255387-98,169871,1
2255387-98,172442,1
2255387-98,173433,1
2255387-98,173460,1
2255387-98,173466,-1
2255387-98,173482,1
2255387-98,173486,1
2255387-98,173531,1
2255387-98,173586,1
2255387-98,173604,1
2255387-98,173692,-1
2255387-98,173696,-1
2255387-98,173701,1
2255387-98,173772,-1
2255387-98,173788,-1
2255387-98,173801,1
2255387-98,173808,-1
2255387-98,173943,1
2255387-98,174052,-1
2255387-98,174057,1
2255387-98,174075,-1
2255387-98,174079,-1
2255387-98,174090,-1
2255387-98,174156,1
2255387-98,174158,1
2255387-98,174160,1
2255387-98,174262,-1
2255387-98,174270,-1
2255387-98,174273,-1
2255387-98,174283,1
2255387-98,174317,-1
2255387-98,174352,-1
2255387-98,174356,-1
2255387-98,174366,-1
2255387-98,174371,1
2255387-98,174376,1
2255387-98,174383,-1
2255387-98,174398,1
2255387-98,174400,1
2255387-98,174459,-1
2255387-98,174537,-1
2255387-98,174554,-1
2255387-98,174574,-1
2255387-98,174585,-1
2255387-98,174646,-1
2255387-98,174655,-1
2255387-98,174693,0
2255387-98,174749,-1
2255387-98,174784,-1
2255387-98,174806,-1
2255387-98,174848,1
2255387-98,175431,-1
2255387-98,176874,1
2255387-98,181055,1
2255387-98,181297,-1
2255387-98,190201,-1
2255387-98,192102,-1
2255387-98,192346,-1
2255387-98,192699,-1
2255387-98,192776,-1
2255387-98,193083,-1
2255387-98,198057,-1
2255387-98,1108338,-1
2255387-98,1109429,-1
2255387-98,1112437,-1
2255387-98,1115746,-1
2255387-98,1116379,-1
2255387-98,1121948,-1
2255387-98,1122158,-1
2255387-98,1122466,-1
2255387-98,1122974,-1
2255387-98,1128760,-1
2255387-98,1132504,1
2255387-98,1133439,1
2255387-98,1133810,-1
2255387-98,1133968,1
2255387-98,1135054,-1
2255387-98,1136811,-1
2255387-98,1139285,1
2255387-98,1141335,1
2255387-98,1141391,-1
2255387-98,1141398,1
2255387-98,1141401,1
2255387-98,1141405,-1
2255387-98,1141411,1
2255387-98,1141417,-1
2255387-98,1141421,-1
2255387-98,1141427,-1
2255387-98,1141431,-1
2255387-98,1141434,-1
2255387-98,1141439,1
2255387-98,1141450,-1
2255387-98,1141458,-1
2255387-98,1141459,-1
2255387-98,1141464,1
2255387-98,1141470,1
2255387-98,1141488,1
2255387-98,1141508,1
2255387-98,1141513,-1
2255387-98,1141516,-1
2255387-98,1141518,-1
2255387-98,1141523,-1
2255387-98,1141531,-1
2255387-98,1141553,-1
2255387-98,1141555,-1
2255387-98,1143084,-1
2255387-98,1146788,-1
2255387-98,1150418,-1
2255387-98,1151208,-1
2255387-98,1152605,1
2255387-98,1152610,-1
2255387-98,1154178,-1
2255387-98,1156190,-1
2255387-98,1157130,1
2255387-98,1160508,1
2255387-98,1160510,-1
2255387-98,1160511,1
2255387-98,1160512,-1
2255387-98,1160518,-1
2255387-98,1160528,1
2255387-98,1160531,-1
2255387-98,1160532,-1
2255387-98,1160534,-1
2255387-98,1160535,1
2255387-98,1160538,1
2255387-98,1160552,-1
2255387-98,1160553,-1
2255387-98,1160556,1
2255387-98,1160559,-1
2255387-98,1160569,1
2255387-98,1160570,-1
2255387-98,1160575,1
2255387-98,1160587,-1
2255387-98,1160588,-1
2255387-98,1160589,1
2255387-98,1160591,-1
2255387-98,1160598,1
2255387-98,1160599,-1
2255387-98,1160600,-1
2255387-98,1160601,-1
2255387-98,1160610,1
2255387-98,1160619,-1
2255387-98,1160632,-1
2255387-98,1160635,1
2255387-98,1160639,-1
2255387-98,1160640,-1
2255387-98,1160641,1
2255387-98,1160642,-1
2255387-98,1160645,-1
2255387-98,1160651,-1
2255387-98,1160655,-1
2255387-98,1160665,-1
2255387-98,1160666,1
2255387-98,1160667,-1
2255387-98,1160669,-1
2255387-98,1160674,1
2255387-98,1160758,-1
2255387-98,1160976,1
2255387-98,1161550,1
2255387-98,1164359,-1
2255387-98,1164360,-1
2255387-98,1166402,-1
2255387-98,1171617,1
2255387-98,1171619,1
2255387-98,1171623,-1
2255387-98,1178829,-1
2255387-98,1178830,-1
2255387-98,1178832,1
2255387-98,1178835,1
2255387-98,1178836,-1
2255387-98,1178839,-1
2255387-98,1178843,-1
2255387-98,1178854,-1
2255387-98,1178858,-1
2255387-98,1178861,-1
2255387-98,1178863,-1
2255387-98,1178866,1
2255387-98,1178871,-1
2255387-98,1178873,1
2255387-98,1178879,-1
2255387-98,1178881,-1
2255387-98,1178884,-1
2255387-98,1178889,1
2255387-98,1178895,-1
2255387-98,1178908,-1
2255387-98,1178909,-1
2255387-98,1178910,-1
2255387-98,1178912,-1
2255387-98,1178916,-1
2255387-98,1178920,-1
2255387-98,1178921,-1
2255387-98,1178922,1
2255387-98,1178925,1
2255387-98,1178927,1
2255387-98,1178928,-1
2255387-98,1178929,-1
2255387-98,1178931,1
2255387-98,1178933,-1
2255387-98,1178934,-1
2255387-98,1178939,1
2255387-98,1178945,-1
2255387-98,1178947,-1
2255387-98,1178948,-1
2255387-98,1178951,1
2255387-98,1178952,-1
2255387-98,1178953,-1
2255387-98,1178954,-1
2255387-98,1178956,-1
2255387-98,1178959,-1
2255387-98,1178961,1
2255387-98,1178962,-1
2255387-98,1178964,1
2255387-98,1178966,-1
2255387-98,1178969,1
2255387-98,1178970,1
2255387-98,1178972,-1
2255387-98,1178977,-1
2255387-98,1178983,-1
2255387-98,1178985,-1
2255387-98,1178986,1
2255387-98,1178990,-1
2255387-98,1178992,-1
2255387-98,1178993,-1
2255387-98,1178994,-1
2255387-98,1178997,-1
2255387-98,1179001,-1
2255387-98,1179587,-1
2255387-98,1188097,1
2255387-98,1191923,-1
2255387-98,1193726,-1
2255387-98,1194260,-1
2255387-98,1198197,-1
2255387-98,1204352,1
2255387-98,1204353,-1
2255387-98,1204355,-1
2255387-98,1204356,-1
2255387-98,1204357,1
2255387-98,1204358,-1
2255387-98,1204359,-1
2255387-98,1204360,1
2255387-98,1204362,-1
2255387-98,1204364,-1
2255387-98,1204365,-1
2255387-98,1204366,-1
2255387-98,1204367,-1
2255387-98,1204368,-1
2255387-98,1204369,-1
2255387-98,1204370,1
2255387-98,1204371,-1
2255387-98,1204372,-1
2255387-98,1204373,-1
2255387-98,1204374,-1
2255387-98,1204376,-1
2255387-98,1204377,-1
2255387-98,1204378,-1
2255387-98,1204379,-1
2255387-98,1204381,-1
2255387-98,1204382,-1
2255387-98,1204383,1
2255387-98,1204385,1
2255387-98,1204386,-1
2255387-98,1204387,-1
2255387-98,1204388,-1
2255387-98,1204389,1
2255387-98,1204390,-1
2255387-98,1204391,-1
2255387-98,1204392,-1
2255387-98,1204393,1
2255387-98,1204394,1
2255387-98,1204395,-1
2255387-98,1204396,-1
2255387-98,1204398,-1
2255387-98,1204400,-1
2255387-98,1204403,-1
2255387-98,1204404,-1
2255387-98,1204405,-1
2255387-98,1204406,-1
2255387-98,1204407,1
2255387-98,1204409,-1
2255387-98,1204411,-1
2255387-98,1204412,-1
2255387-98,1204414,-1
2255387-98,1204415,-1
2255387-98,1204418,-1
2255387-98,1204419,-1
2255387-98,1204420,-1
2255387-98,1204422,-1
2255387-98,1204425,-1
2255387-98,1204426,1
2255387-98,1204428,1
2255387-98,1204429,1
2255387-98,1204431,-1
2255387-98,1204432,-1
2255387-98,1204433,1
2255387-98,1204434,-1
2255387-98,1204435,1
2255387-98,1204436,-1
2255387-98,1204438,-1
2255387-98,1204439,-1
2255387-98,1204440,-1
2255387-98,1204441,-1
2255387-98,1204442,-1
2255387-98,1204444,-1
2255387-98,1204446,-1
2255387-98,1204448,-1
2255387-98,1204449,-1
2255387-98,1204450,-1
2255387-98,1204451,3
2255387-98,1204452,-1
2255387-98,1204453,1
2255387-98,1204454,-1
2255387-98,1204455,-1
2255387-98,1204457,-1
2255387-98,1204458,-1
2255387-98,1204460,-1
2255387-98,1204461,-1
2255387-98,1204462,-1
2255387-98,1204463,-1
2255387-98,1204465,-1
2255387-98,1204466,-1
2255387-98,1204467,1
2255387-98,1204468,1
2255387-98,1204469,-1
2255387-98,1204471,1
2255387-98,1204473,-1
2255387-98,1204474,-1
2255387-98,1204475,-1
2255387-98,1204476,-1
2255387-98,1204477,-1
2255387-98,1204478,-1
2255387-98,1204479,-1
2255387-98,1204480,1
2255387-98,1204481,-1
2255387-98,1204482,-1
2255387-98,1204483,1
2255387-98,1204484,-1
2255387-98,1204485,-1
2255387-98,1204486,1
2255387-98,1204488,-1
2255387-98,1204489,1
2255387-98,1204490,-1
2255387-98,1204491,-1
2255387-98,1204492,1
2255387-98,1204495,1
2255387-98,1204496,-1
2255387-98,1204497,-1
2255387-98,1204498,-1
2255387-98,1204500,-1
2255387-98,1204501,1
2255387-98,1204502,-1
2255387-98,1204503,1
2255387-98,1204504,-1
2255387-98,1204507,-1
2255387-98,1204508,-1
2255387-98,1204509,1
2255387-98,1204510,-1
2255387-98,1204511,-1
2255387-98,1204512,-1
2255387-98,1204513,-1
2255387-98,1204515,1
2255387-98,1204516,-1
2255387-98,1204517,-1
2255387-98,1204519,-1
2255387-98,1204520,-1
2255387-98,1204522,-1
2255387-98,1204523,-1
2255387-98,1204525,-1
2255387-98,1204526,-1
2255387-98,1204528,-1
2255387-98,1204529,-1
2255387-98,1204530,1
2255387-98,1204531,-1
2255387-98,1204532,-1
2255387-98,1204533,1
2255387-98,1204534,-1
2255387-98,1204535,1
2255387-98,1204536,-1
2255387-98,1204537,1
2255387-98,1204538,-1
2255387-98,1204539,-1
2255387-98,1204540,-1
2255387-98,1204541,1
2255387-98,1204542,1
2255387-98,1204544,1
2255387-98,1204545,-1
2255387-98,1204546,-1
2255387-98,1204547,-1
2255387-98,1204548,-1
2255387-98,1204549,-1
2255387-98,1204551,-1
2255387-98,1204552,1
2255387-98,1204553,1
2255387-98,1204554,-1
2255387-98,1204555,1
2255387-98,1204556,-1
2255387-98,1204557,-1
2255387-98,1204558,1
2255387-98,1204559,1
2255387-98,1204561,1
2255387-98,1204562,-1
2255387-98,1204563,-1
2255387-98,1204564,-1
2255387-98,1204565,-1
2255387-98,1204566,-1
2255387-98,1204567,-1
2255387-98,1204569,-1
2255387-98,1204570,-1
2255387-98,1204572,-1
2255387-98,1204575,-1
2255387-98,1204576,-1
2255387-98,1205476,-1
2255387-98,1205548,1
2255387-98,1205550,-1
2255387-98,1205863,-1
2255387-98,1206231,1
2255387-98,1207176,-1
2255387-98,1209189,1
2255387-98,1212749,-1
2255387-98,1213274,-1
2255387-98,1213679,-1
2255387-98,1213762,-1
2255387-98,1213854,-1
2256130-22,162881,-1
2256130-22,166179,-1
2256130-22,166828,-1
2256130-22,167138,-1
2256130-22,168720,-1
2256130-22,169871,-1
2256130-22,172442,-1
2256130-22,173433,-1
2256130-22,173441,-1
2256130-22,173460,-1
2256130-22,173466,-1
2256130-22,173482,-1
2256130-22,173486,-1
2256130-22,173531,-1
2256130-22,173586,-1
2256130-22,173604,-1
2256130-22,173692,-1
2256130-22,173696,-1
2256130-22,173701,-1
2256130-22,173772,1
2256130-22,173788,1
2256130-22,173801,-1
2256130-22,173808,-1
2256130-22,173943,-1
2256130-22,174044,-1
2256130-22,174052,-1
2256130-22,174057,-1
2256130-22,174060,-1
2256130-22,174075,-1
2256130-22,174090,-1
2256130-22,174156,-1
2256130-22,174158,-1
2256130-22,174159,-1
2256130-22,174160,-1
2256130-22,174161,-1
2256130-22,174200,-1
2256130-22,174262,-1
2256130-22,174270,-1
2256130-22,174273,-1
2256130-22,174283,-1
2256130-22,174299,-1
2256130-22,174317,-1
2256130-22,174352,-1
2256130-22,174366,-1
2256130-22,174371,-1
2256130-22,174376,-1
2256130-22,174383,-1
2256130-22,174398,-1
2256130-22,174400,-1
2256130-22,174419,-1
2256130-22,174439,-1
2256130-22,174459,-1
2256130-22,174467,-1
2256130-22,174471,-1
2256130-22,174478,-1
2256130-22,174537,-1
2256130-22,174554,-1
2256130-22,174574,-1
2256130-22,174585,-1
2256130-22,174655,-1
2256130-22,174693,0
2256130-22,174749,-1
2256130-22,174784,-1
2256130-22,174806,-1
2256130-22,174848,-1
2256130-22,175431,-1
2256130-22,176874,-1
2256130-22,181055,-1
2256130-22,181297,-1
2256130-22,190201,-1
2256130-22,190842,-1
2256130-22,192102,-1
2256130-22,192699,-1
2256130-22,192776,-1
2256130-22,193083,-1
2256130-22,198057,-1
2256130-22,1107283,-1
2256130-22,1108338,-1
2256130-22,1112437,-1
2256130-22,1116379,-1
2256130-22,1121948,-1
2256130-22,1122158,-1
2256130-22,1122974,-1
2256130-22,1128760,-1
2256130-22,1132504,-1
2256130-22,1133439,-1
2256130-22,1133810,-1
2256130-22,1133968,-1
2256130-22,1134812,-1
2256130-22,1135054,-1
2256130-22,1136811,-1
2256130-22,1137070,-1
2256130-22,1139285,-1
2256130-22,1141335,-1
2256130-22,1141391,-1
2256130-22,1141398,-1
2256130-22,1141401,-1
2256130-22,1141405,1
2256130-22,1141408,-1
2256130-22,1141411,-1
2256130-22,1141417,-1
2256130-22,1141421,-1
2256130-22,1141422,-1
2256130-22,1141431,-1
2256130-22,1141434,-1
2256130-22,1141439,-1
2256130-22,1141450,-1
2256130-22,1141458,-1
2256130-22,1141459,-1
2256130-22,1141464,-1
2256130-22,1141470,-1
2256130-22,1141488,-1
2256130-22,1141508,-1
2256130-22,1141513,-1
2256130-22,1141516,-1
2256130-22,1141518,-1
2256130-22,1141523,-1
2256130-22,1141531,-1
2256130-22,1141553,-1
2256130-22,1141555,-1
2256130-22,1143084,-1
2256130-22,1143632,-1
2256130-22,1146307,-1
2256130-22,1146788,-1
2256130-22,1150418,-1
2256130-22,1152605,-1
2256130-22,1152610,-1
2256130-22,1154178,-1
2256130-22,1156190,-1
2256130-22,1157130,-1
2256130-22,1159237,-1
2256130-22,1160508,-1
2256130-22,1160510,-1
2256130-22,1160511,-1
2256130-22,1160512,1
2256130-22,1160518,-1
2256130-22,1160527,-1
2256130-22,1160528,1
2256130-22,1160531,-1
2256130-22,1160532,-1
2256130-22,1160534,-1
2256130-22,1160535,-1
2256130-22,1160538,-1
2256130-22,1160545,-1
2256130-22,1160553,-1
2256130-22,1160556,-1
2256130-22,1160558,-1
2256130-22,1160559,-1
2256130-22,1160569,-1
2256130-22,1160570,-1
2256130-22,1160575,-1
2256130-22,1160587,-1
2256130-22,1160588,-1
2256130-22,1160589,-1
2256130-22,1160591,-1
2256130-22,1160592,-1
2256130-22,1160598,-1
2256130-22,1160599,-1
2256130-22,1160600,-1
2256130-22,1160601,-1
2256130-22,1160604,-1
2256130-22,1160610,-1
2256130-22,1160619,1
2256130-22,1160632,-1
2256130-22,1160635,-1
2256130-22,1160639,-1
2256130-22,1160640,-1
2256130-22,1160641,-1
2256130-22,1160642,-1
2256130-22,1160645,-1
2256130-22,1160651,-1
2256130-22,1160653,-1
2256130-22,1160655,-1
2256130-22,1160665,-1
2256130-22,1160666,-1
2256130-22,1160667,-1
2256130-22,1160669,-1
2256130-22,1160673,-1
2256130-22,1160674,-1
2256130-22,1160758,-1
2256130-22,1160976,-1
2256130-22,1161550,-1
2256130-22,1162332,-1
2256130-22,1164359,-1
2256130-22,1164360,-1
2256130-22,1166402,-1
2256130-22,1171617,-1
2256130-22,1171619,-1
2256130-22,1171623,-1
2256130-22,1177282,-1
2256130-22,1178829,-1
2256130-22,1178830,-1
2256130-22,1178831,-1
2256130-22,1178832,-1
2256130-22,1178833,1
2256130-22,1178835,-1
2256130-22,1178836,-1
2256130-22,1178839,-1
2256130-22,1178842,-1
2256130-22,1178843,-1
2256130-22,1178854,-1
2256130-22,1178857,-1
2256130-22,1178858,-1
2256130-22,1178860,-1
2256130-22,1178861,-1
2256130-22,1178863,-1
2256130-22,1178866,-1
2256130-22,1178871,-1
2256130-22,1178873,-1
2256130-22,1178874,-1
2256130-22,1178876,-1
2256130-22,1178879,-1
2256130-22,1178881,-1
2256130-22,1178884,1
2256130-22,1178886,-1
2256130-22,1178889,-1
2256130-22,1178895,-1
2256130-22,1178896,1
2256130-22,1178908,-1
2256130-22,1178909,-1
2256130-22,1178910,-1
2256130-22,1178912,-1
2256130-22,1178916,-1
2256130-22,1178920,-1
2256130-22,1178921,-1
2256130-22,1178922,-1
2256130-22,1178924,-1
2256130-22,1178925,-1
2256130-22,1178927,-1
2256130-22,1178928,-1
2256130-22,1178929,1
2256130-22,1178930,-1
2256130-22,1178931,-1
2256130-22,1178933,-1
2256130-22,1178939,-1
2256130-22,1178945,-1
2256130-22,1178947,-1
2256130-22,1178948,-1
2256130-22,1178951,-1
2256130-22,1178952,-1
2256130-22,1178953,-1
2256130-22,1178954,1
2256130-22,1178956,-1
2256130-22,1178959,-1
2256130-22,1178961,1
2256130-22,1178962,-1
2256130-22,1178964,-1
2256130-22,1178966,-1
2256130-22,1178969,-1
2256130-22,1178970,-1
2256130-22,1178972,-1
2256130-22,1178975,-1
2256130-22,1178977,-1
2256130-22,1178981,-1
2256130-22,1178983,-1
2256130-22,1178985,-1
2256130-22,1178986,-1
2256130-22,1178987,-1
2256130-22,1178990,-1
2256130-22,1178992,-1
2256130-22,1178993,-1
2256130-22,1178994,-1
2256130-22,1178996,-1
2256130-22,1178997,-1
2256130-22,1179001,-1
2256130-22,1191923,-1
2256130-22,1193726,-1
2256130-22,1194260,-1
2256130-22,1198197,-1
2256130-22,1198783,-1
2256130-22,1204351,1
2256130-22,1204352,-1
2256130-22,1204353,-1
2256130-22,1204354,-1
2256130-22,1204355,-1
2256130-22,1204356,-1
2256130-22,1204357,-1
2256130-22,1204358,-1
2256130-22,1204359,-1
2256130-22,1204360,-1
2256130-22,1204363,-1
2256130-22,1204364,-1
2256130-22,1204365,-1
2256130-22,1204366,-1
2256130-22,1204367,-1
2256130-22,1204368,-1
2256130-22,1204369,-1
2256130-22,1204370,-1
2256130-22,1204371,-1
2256130-22,1204372,-1
2256130-22,1204373,-1
2256130-22,1204374,-1
2256130-22,1204375,-1
2256130-22,1204376,-1
2256130-22,1204377,-1
2256130-22,1204378,-1
2256130-22,1204379,-1
2256130-22,1204381,-1
2256130-22,1204382,-1
2256130-22,1204383,-1
2256130-22,1204384,-1
2256130-22,1204385,-1
2256130-22,1204386,-1
2256130-22,1204387,-1
2256130-22,1204388,-1
2256130-22,1204389,-1
2256130-22,1204390,-1
2256130-22,1204391,-1
2256130-22,1204392,-1
2256130-22,1204393,-1
2256130-22,1204394,-1
2256130-22,1204396,-1
2256130-22,1204397,-1
2256130-22,1204398,-1
2256130-22,1204399,-1
2256130-22,1204400,-1
2256130-22,1204404,-1
2256130-22,1204405,-1
2256130-22,1204406,-1
2256130-22,1204407,-1
2256130-22,1204408,-1
2256130-22,1204409,-1
2256130-22,1204410,-1
2256130-22,1204411,1
2256130-22,1204412,-1
2256130-22,1204414,-1
2256130-22,1204415,-1
2256130-22,1204416,-1
2256130-22,1204418,-1
2256130-22,1204419,-1
2256130-22,1204420,-1
2256130-22,1204422,-1
2256130-22,1204423,-1
2256130-22,1204425,-1
2256130-22,1204426,-1
2256130-22,1204427,-1
2256130-22,1204428,-1
2256130-22,1204429,-1
2256130-22,1204430,-1
2256130-22,1204431,-1
2256130-22,1204432,-1
2256130-22,1204433,-1
2256130-22,1204434,-1
2256130-22,1204435,-1
2256130-22,1204436,1
2256130-22,1204437,-1
2256130-22,1204438,-1
2256130-22,1204439,-1
2256130-22,1204440,-1
2256130-22,1204441,-1
2256130-22,1204442,-1
2256130-22,1204444,-1
2256130-22,1204446,-1
2256130-22,1204447,-1
2256130-22,1204448,-1
2256130-22,1204449,-1
2256130-22,1204450,-1
2256130-22,1204451,-1
2256130-22,1204452,-1
2256130-22,1204453,-1
2256130-22,1204455,-1
2256130-22,1204456,-1
2256130-22,1204457,-1
2256130-22,1204458,-1
2256130-22,1204459,-1
2256130-22,1204460,-1
2256130-22,1204461,-1
2256130-22,1204462,-1
2256130-22,1204465,-1
2256130-22,1204466,-1
2256130-22,1204467,-1
2256130-22,1204468,-1
2256130-22,1204469,-1
2256130-22,1204471,-1
2256130-22,1204472,-1
2256130-22,1204473,-1
2256130-22,1204474,-1
2256130-22,1204475,-1
2256130-22,1204476,-1
