id_parlamentar_voz,ano,casa,dias_com_sessoes_deliberativas,dias_presentes,dias_ausencias_justificadas,dias_ausencias_nao_justificadas
1178933,2019,camara,113,108,3,2
1178933,2020,camara,102,99,1,2
1178933,2021,camara,79,77,0,2
1178934,2019,camara,113,97,16,0
1178934,2020,camara,102,89,12,1
1178934,2021,camara,79,79,0,0
1178935,2021,camara,47,47,0,0
1178937,2019,camara,113,99,5,9
1178937,2020,camara,17,16,0,1
1178937,2021,camara,79,74,3,2
1178939,2019,camara,113,104,2,7
1178939,2020,camara,102,97,5,0
1178939,2021,camara,79,79,0,0
1178943,2021,camara,72,72,0,0
1178945,2019,camara,113,103,10,0
1178945,2020,camara,102,96,5,1
1178945,2021,camara,79,73,6,0
1178946,2019,camara,113,84,29,0
1178946,2020,camara,102,89,13,0
1178946,2021,camara,79,78,1,0
1178947,2019,camara,113,110,0,3
1178947,2020,camara,102,100,1,1
1178947,2021,camara,79,78,0,1
1178948,2019,camara,113,88,19,6
1178948,2020,camara,102,94,2,6
1178948,2021,camara,79,75,3,1
1178951,2019,camara,113,97,16,0
1178951,2020,camara,102,95,7,0
1178951,2021,camara,79,78,0,1
1178952,2019,camara,113,110,3,0
1178952,2020,camara,102,99,3,0
1178952,2021,camara,79,79,0,0
1178953,2019,camara,113,97,13,3
1178953,2020,camara,102,96,6,0
1178953,2021,camara,79,78,1,0
1178954,2019,camara,113,92,14,7
1178954,2020,camara,102,96,4,2
1178954,2021,camara,79,77,0,2
1178956,2019,camara,113,101,11,1
1178956,2020,camara,102,99,2,1
1178956,2021,camara,79,78,0,1
1178959,2019,camara,113,98,12,3
1178959,2020,camara,102,96,6,0
1178959,2021,camara,79,77,0,2
1178961,2019,camara,113,89,16,8
1178961,2020,camara,102,99,3,0
1178961,2021,camara,79,71,8,0
1178962,2019,camara,113,110,2,1
1178962,2020,camara,102,99,3,0
1178962,2021,camara,79,76,3,0
1178963,2019,camara,4,3,0,1
1178963,2021,camara,60,60,0,0
1178964,2019,camara,113,101,9,3
1178964,2020,camara,102,96,5,1
1178964,2021,camara,79,77,2,0
1178966,2019,camara,113,112,1,0
1178966,2020,camara,102,101,1,0
1178966,2021,camara,79,79,0,0
1178969,2019,camara,113,91,17,5
1178969,2020,camara,102,99,2,1
1178969,2021,camara,79,73,6,0
1178970,2019,camara,113,111,2,0
1178970,2020,camara,102,102,0,0
1178970,2021,camara,79,79,0,0
1178972,2019,camara,113,100,12,1
1178972,2020,camara,102,99,3,0
1178972,2021,camara,79,79,0,0
1178975,2019,camara,113,98,15,0
1178975,2020,camara,102,98,4,0
1178975,2021,camara,79,76,3,0
1178977,2019,camara,113,100,12,1
1178977,2020,camara,102,101,1,0
1178977,2021,camara,79,78,0,1
1178981,2019,camara,113,100,7,6
1178981,2020,camara,102,87,14,1
1178981,2021,camara,79,79,0,0
1178982,2019,camara,1,1,0,0
1178982,2020,camara,40,39,1,0
1178983,2019,camara,113,113,0,0
1178983,2020,camara,102,102,0,0
1178983,2021,camara,79,79,0,0
1178984,2019,camara,47,32,11,4
1178984,2020,camara,27,24,2,1
1178985,2019,camara,113,113,0,0
1178985,2020,camara,102,101,1,0
1178985,2021,camara,79,79,0,0
1178986,2019,camara,113,107,6,0
1178986,2020,camara,102,96,5,1
1178986,2021,camara,79,79,0,0
1178987,2019,camara,113,104,6,3
1178987,2020,camara,102,100,1,1
1178987,2021,camara,79,77,0,2
1178989,2019,camara,113,84,29,0
1178989,2020,camara,23,23,0,0
1178989,2021,camara,79,79,0,0
1178990,2019,camara,113,107,5,1
1178990,2020,camara,102,102,0,0
1178990,2021,camara,79,78,0,1
1178992,2019,camara,113,108,4,1
1178992,2020,camara,102,100,1,1
1178992,2021,camara,79,79,0,0
1178993,2019,camara,113,110,2,1
1178993,2020,camara,102,93,1,8
1178993,2021,camara,79,78,0,1
1178994,2019,camara,113,99,14,0
1178994,2020,camara,102,101,1,0
1178994,2021,camara,79,64,15,0
1178996,2019,camara,113,112,0,1
1178996,2020,camara,102,101,1,0
1178996,2021,camara,79,79,0,0
1178997,2019,camara,85,77,3,5
1178997,2020,camara,99,94,3,2
1178997,2021,camara,79,72,5,2
1179000,2019,camara,6,6,0,0
1179000,2020,camara,7,7,0,0
1179000,2021,camara,79,76,0,3
1179001,2019,camara,113,104,2,7
1179001,2020,camara,102,99,2,1
1179001,2021,camara,79,77,0,2
1179587,2019,camara,113,82,31,0
1179587,2020,camara,102,93,9,0
1179587,2021,camara,79,77,2,0
1188097,2019,camara,32,29,3,0
1188097,2020,camara,42,41,0,1
1188097,2021,camara,79,79,0,0
1191923,2019,camara,113,107,6,0
1191923,2020,camara,102,99,3,0
1191923,2021,camara,79,78,1,0
1193726,2019,camara,113,112,1,0
1193726,2020,camara,102,102,0,0
1193726,2021,camara,79,79,0,0
1194260,2019,camara,113,106,0,7
1194260,2020,camara,102,96,2,4
1194260,2021,camara,78,77,1,0
1195866,2019,camara,113,113,0,0
1195866,2020,camara,74,71,3,0
1195866,2021,camara,79,78,0,1
1196358,2019,camara,113,111,2,0
1196358,2020,camara,102,100,2,0
1196358,2021,camara,79,77,1,1
1197438,2019,camara,113,110,2,1
1197438,2020,camara,65,64,1,0
1197438,2021,camara,79,79,0,0
1198197,2019,camara,97,84,13,0
1198197,2020,camara,90,85,4,1
1198197,2021,camara,79,78,1,0
1198783,2019,camara,113,111,0,2
1198783,2020,camara,102,97,4,1
1198783,2021,camara,79,79,0,0
1204351,2019,camara,113,104,6,3
1204351,2020,camara,102,100,1,1
1204351,2021,camara,79,79,0,0
1204352,2019,camara,113,103,9,1
1204352,2020,camara,102,98,4,0
1204352,2021,camara,79,79,0,0
1204353,2019,camara,113,72,22,19
1204353,2020,camara,102,97,4,1
1204353,2021,camara,79,79,0,0
1204354,2019,camara,113,97,15,1
1204354,2020,camara,102,99,2,1
1204354,2021,camara,25,23,1,1
1204355,2019,camara,113,100,10,3
1204355,2020,camara,102,98,4,0
1204355,2021,camara,79,79,0,0
1204356,2019,camara,113,113,0,0
1204356,2020,camara,102,101,1,0
1204356,2021,camara,79,78,0,1
1204357,2019,camara,113,113,0,0
1204357,2020,camara,102,102,0,0
1204357,2021,camara,79,78,1,0
1204358,2019,camara,113,108,3,2
1204358,2020,camara,102,98,3,1
1204358,2021,camara,79,78,0,1
1204359,2019,camara,113,108,5,0
1204359,2020,camara,102,99,3,0
1204359,2021,camara,79,79,0,0
1204360,2019,camara,113,109,1,3
1204360,2020,camara,102,102,0,0
1204360,2021,camara,79,79,0,0
1204361,2019,camara,113,102,11,0
1204361,2020,camara,102,101,1,0
1204361,2021,camara,79,76,3,0
1204362,2019,camara,113,110,3,0
1204362,2020,camara,102,99,3,0
1204362,2021,camara,79,79,0,0
1204363,2019,camara,113,103,10,0
1204363,2020,camara,102,101,1,0
1204363,2021,camara,79,79,0,0
1204364,2019,camara,113,108,2,3
1204364,2020,camara,102,88,11,3
1204364,2021,camara,79,79,0,0
1204365,2019,camara,113,113,0,0
1204365,2020,camara,102,102,0,0
1204365,2021,camara,79,79,0,0
1204366,2019,camara,113,110,1,2
1204366,2020,camara,102,101,1,0
1204366,2021,camara,79,78,0,1
1204367,2019,camara,113,105,5,3
1204367,2020,camara,102,98,3,1
1204367,2021,camara,79,79,0,0
1204368,2019,camara,113,87,26,0
1204368,2020,camara,102,92,10,0
1204368,2021,camara,79,74,2,3
1204369,2019,camara,113,109,3,1
1204369,2020,camara,102,101,0,1
1204369,2021,camara,79,79,0,0
1204370,2019,camara,113,111,1,1
1204370,2020,camara,102,99,3,0
1204370,2021,camara,79,72,7,0
1204371,2019,camara,113,103,9,1
1204371,2020,camara,102,99,1,2
1204371,2021,camara,79,77,1,1
1204372,2019,camara,113,100,13,0
1204372,2020,camara,102,101,1,0
1204372,2021,camara,79,79,0,0
1204373,2019,camara,113,107,6,0
1204373,2020,camara,102,99,3,0
1204373,2021,camara,79,79,0,0
1204374,2019,camara,113,108,5,0
1204374,2020,camara,102,101,1,0
1204374,2021,camara,79,78,0,1
1204375,2019,camara,113,83,23,7
1204375,2020,camara,102,94,6,2
1204375,2021,camara,79,78,1,0
1204376,2019,camara,113,107,4,2
1204376,2020,camara,102,99,3,0
1204376,2021,camara,79,70,9,0
1204377,2019,camara,113,100,11,2
1204377,2020,camara,102,98,1,3
1204377,2021,camara,79,77,1,1
1204378,2019,camara,113,106,6,1
1204378,2020,camara,102,102,0,0
1204378,2021,camara,79,79,0,0
1204379,2019,camara,113,101,4,8
1204379,2020,camara,102,89,13,0
1204379,2021,camara,79,77,2,0
1204380,2019,camara,113,88,24,1
1204380,2020,camara,50,44,1,5
1204380,2021,camara,79,75,1,3
1204381,2019,camara,113,99,14,0
1204381,2020,camara,102,101,1,0
1204381,2021,camara,79,78,1,0
1204382,2019,camara,113,86,17,10
1204382,2020,camara,102,98,3,1
1204382,2021,camara,79,78,0,1
1204383,2019,camara,113,104,4,5
1204383,2020,camara,102,101,1,0
1204383,2021,camara,79,79,0,0
1204384,2019,camara,1,1,0,0
1204384,2020,camara,29,27,2,0
1204385,2019,camara,113,91,18,4
1204385,2020,camara,102,98,4,0
1204385,2021,camara,79,67,11,1
1204386,2019,camara,113,110,2,1
1204386,2020,camara,102,100,1,1
1204386,2021,camara,79,79,0,0
1204387,2019,camara,113,110,3,0
1204387,2020,camara,102,102,0,0
1204387,2021,camara,79,78,0,1
1204388,2019,camara,113,108,5,0
1204388,2020,camara,102,101,1,0
1204388,2021,camara,79,79,0,0
1204389,2019,camara,113,112,0,1
1204389,2020,camara,102,101,0,1
1204389,2021,camara,79,79,0,0
1204390,2019,camara,113,113,0,0
1204390,2020,camara,102,98,3,1
1204390,2021,camara,79,79,0,0
1204391,2019,camara,113,100,13,0
1204391,2020,camara,102,99,3,0
1204391,2021,camara,79,77,0,2
1204392,2019,camara,113,103,9,1
1204392,2020,camara,102,96,6,0
1204392,2021,camara,79,78,1,0
1204393,2019,camara,113,104,6,3
1204393,2020,camara,102,95,6,1
1204393,2021,camara,79,78,1,0
1204394,2019,camara,113,107,3,3
1204394,2020,camara,102,100,1,1
1204394,2021,camara,79,79,0,0
1204395,2019,camara,113,104,3,6
1204395,2020,camara,102,102,0,0
1204395,2021,camara,79,75,0,4
1204396,2019,camara,113,104,5,4
1204396,2020,camara,102,98,3,1
1204396,2021,camara,79,72,7,0
1204397,2019,camara,113,92,21,0
1204397,2020,camara,102,96,6,0
1204397,2021,camara,79,76,0,3
1204398,2019,camara,113,109,1,3
1204398,2020,camara,102,97,5,0
1204398,2021,camara,79,78,0,1
1204399,2019,camara,113,112,1,0
1204399,2020,camara,102,100,2,0
1204399,2021,camara,28,10,17,1
1204400,2019,camara,113,80,33,0
1204400,2020,camara,102,102,0,0
1204400,2021,camara,79,78,0,1
1204403,2019,camara,113,73,33,7
1204403,2020,camara,102,94,4,4
1204403,2021,camara,79,78,1,0
1204404,2019,camara,113,112,1,0
1204404,2020,camara,102,102,0,0
1204404,2021,camara,79,79,0,0
1204405,2019,camara,113,106,7,0
1204405,2020,camara,102,99,2,1
1204405,2021,camara,79,79,0,0
1204406,2019,camara,113,107,3,3
1204406,2020,camara,102,101,0,1
1204406,2021,camara,78,63,15,0
1204407,2019,camara,113,103,6,4
1204407,2020,camara,102,99,2,1
1204407,2021,camara,79,78,0,1
1204408,2019,camara,113,89,21,3
1204408,2020,camara,102,97,5,0
1204408,2021,camara,79,78,0,1
1204409,2019,camara,113,110,3,0
1204409,2020,camara,102,102,0,0
1204409,2021,camara,79,79,0,0
1204410,2019,camara,113,100,9,4
1204410,2020,camara,102,101,0,1
1204410,2021,camara,79,74,0,5
1204411,2019,camara,113,99,5,9
1204411,2020,camara,102,91,6,5
1204411,2021,camara,79,73,3,3
1204412,2019,camara,113,112,1,0
1204412,2020,camara,102,101,1,0
1204412,2021,camara,79,79,0,0
1204413,2019,camara,113,104,8,1
1204413,2020,camara,102,94,8,0
1204413,2021,camara,79,78,1,0
1204414,2019,camara,113,103,9,1
1204414,2020,camara,102,101,1,0
1204414,2021,camara,79,79,0,0
1204415,2019,camara,113,90,16,7
1204415,2020,camara,102,102,0,0
1204415,2021,camara,79,79,0,0
1204416,2019,camara,113,106,6,1
1204416,2020,camara,102,99,3,0
1204416,2021,camara,79,79,0,0
1204418,2019,camara,113,111,2,0
1204418,2020,camara,102,100,1,1
1204418,2021,camara,79,78,1,0
1204419,2019,camara,113,100,13,0
1204419,2020,camara,102,96,5,1
1204419,2021,camara,79,75,3,1
1204420,2019,camara,113,104,5,4
1204420,2020,camara,102,98,2,2
1204420,2021,camara,79,79,0,0
1204421,2019,camara,113,83,29,1
1204421,2020,camara,102,64,37,1
1204421,2021,camara,79,65,14,0
1204422,2019,camara,113,106,7,0
1204422,2020,camara,102,100,2,0
1204422,2021,camara,79,79,0,0
1204423,2019,camara,113,80,33,0
1204423,2020,camara,102,90,12,0
1204423,2021,camara,79,78,1,0
1204425,2019,camara,113,97,8,8
1204425,2020,camara,102,94,7,1
1204425,2021,camara,79,70,2,7
1204426,2019,camara,113,109,3,1
1204426,2020,camara,102,99,3,0
1204426,2021,camara,79,79,0,0
1204427,2019,camara,113,102,11,0
1204427,2020,camara,102,97,5,0
1204427,2021,camara,79,78,0,1
1204428,2019,camara,113,86,24,3
1204428,2020,camara,102,95,4,3
1204428,2021,camara,79,79,0,0
1204429,2019,camara,113,106,5,2
1204429,2020,camara,102,101,1,0
1204430,2019,camara,113,101,9,3
1204430,2020,camara,102,101,1,0
1204430,2021,camara,79,78,0,1
1204431,2019,camara,113,108,1,4
1204431,2020,camara,102,98,3,1
1204431,2021,camara,79,77,0,2
1204432,2019,camara,113,110,2,1
1204432,2020,camara,102,101,1,0
1204432,2021,camara,79,79,0,0
1204433,2019,camara,113,97,16,0
1204433,2020,camara,102,101,1,0
1204433,2021,camara,14,14,0,0
1204434,2019,camara,113,100,11,2
1204434,2020,camara,102,98,4,0
1204434,2021,camara,79,79,0,0
1204435,2019,camara,113,107,5,1
1204435,2020,camara,102,93,8,1
1204435,2021,camara,79,77,0,2
1204436,2019,camara,113,101,12,0
1204436,2020,camara,102,91,11,0
1204436,2021,camara,79,73,6,0
1204437,2019,camara,113,89,8,16
1204437,2020,camara,102,96,1,5
1204437,2021,camara,79,79,0,0
1204438,2019,camara,113,103,2,8
1204438,2020,camara,102,98,4,0
1204438,2021,camara,79,76,3,0
1204439,2019,camara,113,111,2,0
1204439,2020,camara,102,102,0,0
1204439,2021,camara,78,68,10,0
1204440,2019,camara,113,102,9,2
1204440,2020,camara,102,101,1,0
1204440,2021,camara,79,79,0,0
1204441,2019,camara,113,108,1,4
1204441,2020,camara,102,98,2,2
1204441,2021,camara,79,78,1,0
1204442,2019,camara,113,102,11,0
1204442,2020,camara,102,98,4,0
1204442,2021,camara,79,79,0,0
1204444,2019,camara,113,90,18,5
1204444,2020,camara,102,101,1,0
1204444,2021,camara,79,79,0,0
1204446,2019,camara,113,111,1,1
1204446,2020,camara,102,99,3,0
1204446,2021,camara,79,77,1,1
1204447,2019,camara,113,91,21,1
1204447,2020,camara,102,97,3,2
1204447,2021,camara,73,71,0,2
1204448,2019,camara,113,98,14,1
1204448,2020,camara,102,95,6,1
1204448,2021,camara,79,79,0,0
1204449,2019,camara,113,104,3,6
1204449,2020,camara,102,100,2,0
1204449,2021,camara,79,79,0,0
1204450,2019,camara,113,99,10,4
1204450,2020,camara,102,99,2,1
1204450,2021,camara,79,75,0,4
1204451,2019,camara,113,107,6,0
1204451,2020,camara,102,102,0,0
1204451,2021,camara,79,79,0,0
1204452,2019,camara,113,107,6,0
1204452,2020,camara,102,100,2,0
1204452,2021,camara,79,79,0,0
1204453,2019,camara,113,105,8,0
1204453,2020,camara,102,100,1,1
1204453,2021,camara,79,79,0,0
1204454,2019,camara,113,108,4,1
1204454,2020,camara,102,88,10,4
1204454,2021,camara,78,45,0,33
1204455,2019,camara,113,113,0,0
1204455,2020,camara,102,101,1,0
1204455,2021,camara,79,79,0,0
1204456,2019,camara,113,105,5,3
1204456,2020,camara,102,97,4,1
1204456,2021,camara,79,77,0,2
1204457,2019,camara,113,106,7,0
1204457,2020,camara,102,99,2,1
1204457,2021,camara,54,54,0,0
1204458,2019,camara,85,63,14,8
1204458,2020,camara,102,100,1,1
1204458,2021,camara,79,79,0,0
1204459,2019,camara,113,100,13,0
1204459,2020,camara,102,95,7,0
1204459,2021,camara,79,79,0,0
1204460,2019,camara,113,108,1,4
1204460,2020,camara,102,100,1,1
1204460,2021,camara,79,77,0,2
1204461,2019,camara,113,109,4,0
1204461,2020,camara,102,99,3,0
1204461,2021,camara,79,77,2,0
1204462,2019,camara,113,110,3,0
1204462,2020,camara,102,93,9,0
1204462,2021,camara,79,51,28,0
1204463,2019,camara,113,106,5,2
1204463,2020,camara,102,95,5,2
1204464,2019,camara,113,96,17,0
1204464,2020,camara,102,55,47,0
1204464,2021,camara,79,75,4,0
1204465,2019,camara,113,85,21,7
1204465,2020,camara,102,90,11,1
1204465,2021,camara,79,78,0,1
1204466,2019,camara,113,69,43,1
1204466,2020,camara,102,86,16,0
1204466,2021,camara,79,79,0,0
1204467,2019,camara,113,104,9,0
1204467,2020,camara,102,98,3,1
1204467,2021,camara,79,78,0,1
1204468,2019,camara,113,102,8,3
1204468,2020,camara,102,101,0,1
1204468,2021,camara,79,79,0,0
1204469,2019,camara,113,97,16,0
1204469,2020,camara,88,86,2,0
1204471,2019,camara,113,110,0,3
1204471,2020,camara,102,99,3,0
1204471,2021,camara,79,79,0,0
1204472,2019,camara,113,104,8,1
1204472,2020,camara,102,91,10,1
1204472,2021,camara,79,79,0,0
1204473,2019,camara,113,90,23,0
1204473,2020,camara,102,97,2,3
1204473,2021,camara,79,76,3,0
1204474,2019,camara,113,102,11,0
1204474,2020,camara,102,93,9,0
1204474,2021,camara,79,79,0,0
1204475,2019,camara,113,102,4,7
1204475,2020,camara,81,76,2,3
1204475,2021,camara,79,78,0,1
1204476,2019,camara,113,107,6,0
1204476,2020,camara,102,99,2,1
1204476,2021,camara,79,78,0,1
1204477,2019,camara,113,101,12,0
1204477,2020,camara,102,101,1,0
1204477,2021,camara,79,79,0,0
1204478,2019,camara,113,95,14,4
1204478,2020,camara,102,100,0,2
1204478,2021,camara,52,49,0,3
1204479,2019,camara,113,101,11,1
1204479,2020,camara,102,100,2,0
1204479,2021,camara,79,79,0,0
1204480,2019,camara,113,106,6,1
1204480,2020,camara,102,99,1,2
1204480,2021,camara,79,78,0,1
1204481,2019,camara,113,89,20,4
1204481,2020,camara,102,94,5,3
1204481,2021,camara,79,76,0,3
1204482,2019,camara,113,103,9,1
1204482,2020,camara,102,98,4,0
1204482,2021,camara,79,77,0,2
1204483,2019,camara,113,109,3,1
1204483,2020,camara,102,99,3,0
1204483,2021,camara,79,78,0,1
1204484,2019,camara,113,103,7,3
1204484,2020,camara,102,102,0,0
1204484,2021,camara,79,79,0,0
1204485,2019,camara,113,108,2,3
1204485,2020,camara,102,102,0,0
1204485,2021,camara,79,78,0,1
1204486,2019,camara,73,70,3,0
1204486,2020,camara,102,101,1,0
1204486,2021,camara,4,4,0,0
1204487,2019,camara,113,105,5,3
1204487,2020,camara,82,77,2,3
1204487,2021,camara,79,79,0,0
1204488,2019,camara,113,113,0,0
1204488,2020,camara,102,101,1,0
1204488,2021,camara,79,75,2,2
1204489,2019,camara,113,105,6,2
1204489,2020,camara,102,96,3,3
1204489,2021,camara,42,42,0,0
1204490,2019,camara,113,105,3,5
1204490,2020,camara,102,99,2,1
1204490,2021,camara,79,79,0,0
1204491,2019,camara,113,103,3,7
1204491,2020,camara,102,98,3,1
1204491,2021,camara,79,79,0,0
1204492,2019,camara,113,103,7,3
1204492,2020,camara,102,100,1,1
1204492,2021,camara,79,79,0,0
1204494,2019,camara,113,113,0,0
1204494,2020,camara,102,97,5,0
1204494,2021,camara,79,76,3,0
1204495,2019,camara,113,102,5,6
1204495,2020,camara,102,98,3,1
1204495,2021,camara,79,79,0,0
1204496,2019,camara,113,104,8,1
1204496,2020,camara,102,101,1,0
1204496,2021,camara,79,79,0,0
1204497,2019,camara,113,100,13,0
1204497,2020,camara,102,100,2,0
1204497,2021,camara,79,79,0,0
1204498,2019,camara,113,101,10,2
1204498,2020,camara,102,93,4,5
1204498,2021,camara,79,79,0,0
1204499,2019,camara,113,105,5,3
1204499,2020,camara,102,100,2,0
1204499,2021,camara,79,79,0,0
1204500,2019,camara,113,100,12,1
1204500,2020,camara,102,98,4,0
1204500,2021,camara,79,79,0,0
1204501,2019,camara,113,108,3,2
1204501,2020,camara,102,97,4,1
1204501,2021,camara,79,76,2,1
1204502,2019,camara,113,98,11,4
1204502,2020,camara,102,95,6,1
1204502,2021,camara,79,79,0,0
1204503,2019,camara,113,104,8,1
1204503,2020,camara,102,100,2,0
1204503,2021,camara,79,77,2,0
1204504,2019,camara,113,106,3,4
1204504,2020,camara,102,94,4,4
1204504,2021,camara,79,78,0,1
1204505,2019,camara,113,97,13,3
1204505,2020,camara,102,99,1,2
1204505,2021,camara,79,77,0,2
1204506,2019,camara,113,79,34,0
1204506,2020,camara,102,89,13,0
1204506,2021,camara,79,74,5,0
1204507,2019,camara,113,79,22,12
1204507,2020,camara,102,93,8,1
1204507,2021,camara,79,79,0,0
1204508,2019,camara,113,102,6,5
1204508,2020,camara,102,91,4,7
1204508,2021,camara,79,75,4,0
1204509,2019,camara,113,99,14,0
1204509,2020,camara,84,55,29,0
1204509,2021,camara,79,46,33,0
1204510,2019,camara,113,111,2,0
1204510,2020,camara,102,102,0,0
1204510,2021,camara,79,78,0,1
1204511,2019,camara,113,92,18,3
1204511,2020,camara,102,98,3,1
1204511,2021,camara,79,79,0,0
1204512,2019,camara,113,106,6,1
1204512,2020,camara,102,100,2,0
1204512,2021,camara,79,79,0,0
1204513,2019,camara,113,112,1,0
1204513,2020,camara,102,97,4,1
1204513,2021,camara,79,79,0,0
1204514,2019,camara,113,105,2,6
1204514,2020,camara,102,100,2,0
1204514,2021,camara,79,78,0,1
1204515,2019,camara,113,109,4,0
1204515,2020,camara,102,100,2,0
1204515,2021,camara,79,78,1,0
1204516,2019,camara,113,104,5,4
1204516,2020,camara,102,102,0,0
1204516,2021,camara,79,79,0,0
1204517,2019,camara,113,93,20,0
1204517,2020,camara,102,96,5,1
1204517,2021,camara,79,79,0,0
1204518,2019,camara,113,103,6,4
1204518,2020,camara,102,96,2,4
1204518,2021,camara,79,77,0,2
1204519,2019,camara,113,110,3,0
1204519,2020,camara,102,94,8,0
1204519,2021,camara,79,79,0,0
1204520,2019,camara,113,113,0,0
1204520,2020,camara,102,101,1,0
1204520,2021,camara,79,79,0,0
1204521,2019,camara,113,109,0,4
1204521,2020,camara,102,101,1,0
1204521,2021,camara,79,79,0,0
1204522,2019,camara,113,112,1,0
1204522,2020,camara,102,99,2,1
1204522,2021,camara,79,78,1,0
1204523,2019,camara,113,110,2,1
1204523,2020,camara,102,98,4,0
1204523,2021,camara,79,79,0,0
1204524,2019,camara,113,109,4,0
1204524,2020,camara,102,101,1,0
1204524,2021,camara,79,78,0,1
1204525,2019,camara,113,109,4,0
1204525,2020,camara,102,101,1,0
1204525,2021,camara,79,79,0,0
1204526,2019,camara,113,107,5,1
1204526,2020,camara,102,99,3,0
1204526,2021,camara,79,78,0,1
1204527,2019,camara,113,99,10,4
1204527,2020,camara,102,98,4,0
1204527,2021,camara,79,78,0,1
1204528,2019,camara,113,113,0,0
1204528,2020,camara,102,102,0,0
1204528,2021,camara,79,79,0,0
1204529,2019,camara,113,98,10,5
1204529,2020,camara,102,93,7,2
1204529,2021,camara,79,78,1,0
1204530,2019,camara,113,108,5,0
1204530,2020,camara,102,101,0,1
1204530,2021,camara,79,78,0,1
1204531,2019,camara,113,111,2,0
1204531,2020,camara,102,101,1,0
1204531,2021,camara,79,79,0,0
1204532,2019,camara,113,111,2,0
1204532,2020,camara,102,101,1,0
1204532,2021,camara,79,79,0,0
1204533,2019,camara,113,109,4,0
1204533,2020,camara,102,99,2,1
1204533,2021,camara,79,79,0,0
1204534,2019,camara,113,104,7,2
1204534,2020,camara,102,101,1,0
1204534,2021,camara,79,78,0,1
1204535,2019,camara,113,108,3,2
1204535,2020,camara,102,100,1,1
1204535,2021,camara,78,54,20,4
1204536,2019,camara,113,97,6,10
1204536,2020,camara,102,101,0,1
1204536,2021,camara,79,79,0,0
1204537,2019,camara,113,109,4,0
1204537,2020,camara,102,93,8,1
1204537,2021,camara,79,79,0,0
1204538,2019,camara,113,90,23,0
1204538,2020,camara,102,91,11,0
1204538,2021,camara,79,77,2,0
1204539,2019,camara,113,101,4,8
1204539,2020,camara,102,81,15,6
1204539,2021,camara,79,75,4,0
1204540,2019,camara,113,112,1,0
1204540,2020,camara,102,101,1,0
1204540,2021,camara,79,62,17,0
1204541,2019,camara,113,104,8,1
1204541,2020,camara,102,102,0,0
1204541,2021,camara,79,79,0,0
1204542,2019,camara,113,109,3,1
1204542,2020,camara,102,101,0,1
1204542,2021,camara,34,34,0,0
1204543,2019,camara,113,69,35,9
1204543,2020,camara,4,0,0,4
1204544,2019,camara,113,101,10,2
1204544,2020,camara,102,97,4,1
1204544,2021,camara,79,79,0,0
1204545,2019,camara,113,106,6,1
1204545,2020,camara,102,99,3,0
1204545,2021,camara,79,78,0,1
1204546,2019,camara,113,96,16,1
1204546,2020,camara,102,90,12,0
1204546,2021,camara,79,79,0,0
1204547,2019,camara,113,109,3,1
1204547,2020,camara,102,88,11,3
1204547,2021,camara,79,76,0,3
1204548,2019,camara,113,108,5,0
1204548,2020,camara,102,96,6,0
1204548,2021,camara,79,79,0,0
1204549,2019,camara,113,98,6,9
1204549,2020,camara,102,100,2,0
1204549,2021,camara,79,77,0,2
1204550,2019,camara,113,92,17,4
1204550,2020,camara,102,94,6,2
1204550,2021,camara,79,76,0,3
1204551,2019,camara,113,93,3,17
1204551,2020,camara,102,95,3,4
1204551,2021,camara,79,79,0,0
1204552,2019,camara,113,113,0,0
1204552,2020,camara,102,101,1,0
1204553,2019,camara,113,106,1,6
1204553,2020,camara,102,96,4,2
1204553,2021,camara,79,76,0,3
1204554,2019,camara,113,112,1,0
1204554,2020,camara,102,100,1,1
1204554,2021,camara,79,79,0,0
1204555,2019,camara,113,111,2,0
1204555,2020,camara,102,100,1,1
1204555,2021,camara,79,79,0,0
1204556,2019,camara,113,110,3,0
1204556,2020,camara,102,102,0,0
1204556,2021,camara,79,79,0,0
1204557,2019,camara,113,113,0,0
1204557,2020,camara,102,102,0,0
1204557,2021,camara,79,79,0,0
1204558,2019,camara,113,110,0,3
1204558,2020,camara,102,96,3,3
1204558,2021,camara,79,79,0,0
1204559,2019,camara,113,102,7,4
1204559,2020,camara,102,95,5,2
1204559,2021,camara,79,79,0,0
1204560,2019,camara,113,104,5,4
1204560,2020,camara,102,94,5,3
1204560,2021,camara,79,78,0,1
1204561,2019,camara,113,95,17,1
1204561,2020,camara,102,102,0,0
1204561,2021,camara,79,79,0,0
1204562,2019,camara,113,101,11,1
1204562,2020,camara,102,98,3,1
1204562,2021,camara,79,79,0,0
1204563,2019,camara,113,89,7,17
1204563,2020,camara,54,51,0,3
1204563,2021,camara,79,76,0,3
1204564,2019,camara,113,78,20,15
1204564,2020,camara,102,87,3,12
1204564,2021,camara,79,78,1,0
1204565,2019,camara,113,110,3,0
1204565,2020,camara,102,98,4,0
1204565,2021,camara,79,79,0,0
1204566,2019,camara,113,105,7,1
1204566,2020,camara,102,93,7,2
1204566,2021,camara,79,77,0,2
1204567,2019,camara,113,101,6,6
1204567,2020,camara,102,98,3,1
1204567,2021,camara,79,77,0,2
1204569,2019,camara,113,99,14,0
1204569,2020,camara,102,100,2,0
1204569,2021,camara,79,79,0,0
