id_proposicao,id_votacao,id_parlamentar,casa,voto
2192459,2192459-503,178861,camara,-1
2192459,2192459-503,178871,camara,-1
2192459,2192459-503,178879,camara,-1
2192459,2192459-503,178929,camara,-1
2192459,2192459-503,178934,camara,-1
2192459,2192459-503,178972,camara,-1
2192459,2192459-503,178990,camara,-1
2192459,2192459-503,193726,camara,-1
2192459,2192459-503,204358,camara,-1
2192459,2192459-503,204409,camara,-1
2192459,2192459-503,204411,camara,-1
2192459,2192459-503,204425,camara,-1
2192459,2192459-503,204427,camara,-1
2192459,2192459-503,204452,camara,-1
2192459,2192459-503,204461,camara,-1
2192459,2192459-503,204518,camara,-1
2192459,2192459-503,204532,camara,-1
2192459,2192459-503,204544,camara,-1
2192459,2192459-503,204546,camara,-1
2192459,2192459-503,204548,camara,-1
2192459,2192459-503,204556,camara,-1
2192459,2192459-503,204572,camara,-1
2192459,2192459-503,205865,camara,-1
2192459,2192459-741,73482,camara,-1
2192459,2192459-741,73891,camara,1
2192459,2192459-741,74057,camara,-1
2192459,2192459-741,74371,camara,-1
2192459,2192459-741,74784,camara,-1
2192459,2192459-741,93083,camara,1
2192459,2192459-741,116379,camara,1
2192459,2192459-741,122158,camara,1
2192459,2192459-741,133810,camara,1
2192459,2192459-741,133968,camara,-1
2192459,2192459-741,139285,camara,-1
2192459,2192459-741,141391,camara,1
2192459,2192459-741,160604,camara,-1
2192459,2192459-741,160673,camara,1
2192459,2192459-741,178861,camara,1
2192459,2192459-741,178871,camara,1
2192459,2192459-741,178879,camara,1
2192459,2192459-741,178908,camara,1
2192459,2192459-741,178927,camara,-1
2192459,2192459-741,178929,camara,1
2192459,2192459-741,178934,camara,1
2192459,2192459-741,178975,camara,1
2192459,2192459-741,178990,camara,1
2192459,2192459-741,178992,camara,1
2192459,2192459-741,179587,camara,1
2192459,2192459-741,193726,camara,1
2192459,2192459-741,198197,camara,1
2192459,2192459-741,204369,camara,1
2192459,2192459-741,204381,camara,1
2192459,2192459-741,204383,camara,-1
2192459,2192459-741,204409,camara,1
2192459,2192459-741,204411,camara,1
2192459,2192459-741,204413,camara,1
2192459,2192459-741,204425,camara,1
2192459,2192459-741,204426,camara,-1
2192459,2192459-741,204427,camara,1
2192459,2192459-741,204456,camara,1
2192459,2192459-741,204461,camara,1
2192459,2192459-741,204519,camara,1
2192459,2192459-741,204535,camara,-1
2192459,2192459-741,204544,camara,1
2192459,2192459-741,204546,camara,1
2192459,2192459-741,204556,camara,1
2192459,2192459-741,204561,camara,-1
2192459,2192459-741,204572,camara,1
2192459,2192459-741,204576,camara,1
2192459,2192459-741,205865,camara,1
2205332,2205332-41,73891,camara,1
2205332,2205332-41,74317,camara,1
2205332,2205332-41,92699,camara,1
2205332,2205332-41,151208,camara,1
2205332,2205332-41,159237,camara,1
2205332,2205332-41,178860,camara,1
2205332,2205332-41,178879,camara,1
2205332,2205332-41,178884,camara,1
2205332,2205332-41,178933,camara,1
2205332,2205332-41,178969,camara,1
2205332,2205332-41,191923,camara,1
2205332,2205332-41,204363,camara,-1
2205332,2205332-41,204371,camara,1
2205332,2205332-41,204381,camara,1
2205332,2205332-41,204389,camara,1
2205332,2205332-41,204419,camara,-1
2205332,2205332-41,204440,camara,1
2205332,2205332-41,204461,camara,-1
2205332,2205332-41,204478,camara,1
2205332,2205332-41,204486,camara,1
2205332,2205332-41,204513,camara,-1
2205332,2205332-41,204539,camara,1
2205332,2205332-41,204542,camara,1
2205332,2205332-41,204545,camara,-1
2205332,2205332-41,204573,camara,1
1198512,1198512-250,62881,camara,1
1198512,1198512-250,66179,camara,1
1198512,1198512-250,66828,camara,1
1198512,1198512-250,67138,camara,1
1198512,1198512-250,68720,camara,1
1198512,1198512-250,69871,camara,1
1198512,1198512-250,72442,camara,1
1198512,1198512-250,73433,camara,1
1198512,1198512-250,73441,camara,1
1198512,1198512-250,73460,camara,1
1198512,1198512-250,73466,camara,1
1198512,1198512-250,73482,camara,1
1198512,1198512-250,73486,camara,1
1198512,1198512-250,73531,camara,1
1198512,1198512-250,73586,camara,1
1198512,1198512-250,73604,camara,1
1198512,1198512-250,73692,camara,1
1198512,1198512-250,73696,camara,1
1198512,1198512-250,73701,camara,1
1198512,1198512-250,73772,camara,1
1198512,1198512-250,73788,camara,1
1198512,1198512-250,73801,camara,1
1198512,1198512-250,73808,camara,1
1198512,1198512-250,73943,camara,1
1198512,1198512-250,74043,camara,1
1198512,1198512-250,74044,camara,1
1198512,1198512-250,74052,camara,1
1198512,1198512-250,74057,camara,1
1198512,1198512-250,74060,camara,1
1198512,1198512-250,74075,camara,1
1198512,1198512-250,74079,camara,1
1198512,1198512-250,74090,camara,1
1198512,1198512-250,74156,camara,1
1198512,1198512-250,74158,camara,1
1198512,1198512-250,74159,camara,1
1198512,1198512-250,74160,camara,1
1198512,1198512-250,74161,camara,1
1198512,1198512-250,74200,camara,1
1198512,1198512-250,74262,camara,1
1198512,1198512-250,74270,camara,1
1198512,1198512-250,74273,camara,1
1198512,1198512-250,74283,camara,1
1198512,1198512-250,74299,camara,1
1198512,1198512-250,74317,camara,1
1198512,1198512-250,74352,camara,1
1198512,1198512-250,74356,camara,1
1198512,1198512-250,74366,camara,1
1198512,1198512-250,74371,camara,1
1198512,1198512-250,74376,camara,1
1198512,1198512-250,74383,camara,1
1198512,1198512-250,74398,camara,1
1198512,1198512-250,74400,camara,1
1198512,1198512-250,74419,camara,1
1198512,1198512-250,74439,camara,1
1198512,1198512-250,74459,camara,1
1198512,1198512-250,74467,camara,1
1198512,1198512-250,74471,camara,1
1198512,1198512-250,74478,camara,1
1198512,1198512-250,74537,camara,1
1198512,1198512-250,74554,camara,1
1198512,1198512-250,74574,camara,1
1198512,1198512-250,74585,camara,1
1198512,1198512-250,74646,camara,1
1198512,1198512-250,74655,camara,1
1198512,1198512-250,74693,camara,1
1198512,1198512-250,74749,camara,1
1198512,1198512-250,74784,camara,1
1198512,1198512-250,74806,camara,1
1198512,1198512-250,74848,camara,1
1198512,1198512-250,75431,camara,1
1198512,1198512-250,76874,camara,1
1198512,1198512-250,81055,camara,1
1198512,1198512-250,81297,camara,1
1198512,1198512-250,90201,camara,1
1198512,1198512-250,90842,camara,1
1198512,1198512-250,92102,camara,1
1198512,1198512-250,92346,camara,1
1198512,1198512-250,92699,camara,1
1198512,1198512-250,92776,camara,1
1198512,1198512-250,93083,camara,1
1198512,1198512-250,98057,camara,1
1198512,1198512-250,107283,camara,1
1198512,1198512-250,108338,camara,1
1198512,1198512-250,109429,camara,1
1198512,1198512-250,112437,camara,1
1198512,1198512-250,115746,camara,1
1198512,1198512-250,116379,camara,1
1198512,1198512-250,121948,camara,1
1198512,1198512-250,122158,camara,1
1198512,1198512-250,122974,camara,1
1198512,1198512-250,128760,camara,1
1198512,1198512-250,132504,camara,1
1198512,1198512-250,133439,camara,1
1198512,1198512-250,133810,camara,1
1198512,1198512-250,133968,camara,1
1198512,1198512-250,134812,camara,1
1198512,1198512-250,135054,camara,1
1198512,1198512-250,136811,camara,1
1198512,1198512-250,137070,camara,1
1198512,1198512-250,139285,camara,1
1198512,1198512-250,141335,camara,1
1198512,1198512-250,141391,camara,1
1198512,1198512-250,141398,camara,1
1198512,1198512-250,141401,camara,1
1198512,1198512-250,141405,camara,1
1198512,1198512-250,141411,camara,1
1198512,1198512-250,141417,camara,1
1198512,1198512-250,141421,camara,1
1198512,1198512-250,141422,camara,1
1198512,1198512-250,141427,camara,1
1198512,1198512-250,141431,camara,1
1198512,1198512-250,141434,camara,1
1198512,1198512-250,141439,camara,1
1198512,1198512-250,141450,camara,1
1198512,1198512-250,141458,camara,1
1198512,1198512-250,141459,camara,1
1198512,1198512-250,141464,camara,1
1198512,1198512-250,141470,camara,1
1198512,1198512-250,141488,camara,1
1198512,1198512-250,141508,camara,1
1198512,1198512-250,141513,camara,1
1198512,1198512-250,141516,camara,1
1198512,1198512-250,141518,camara,1
1198512,1198512-250,141523,camara,1
1198512,1198512-250,141531,camara,1
1198512,1198512-250,141553,camara,1
1198512,1198512-250,141555,camara,1
1198512,1198512-250,143084,camara,1
1198512,1198512-250,143632,camara,1
1198512,1198512-250,146307,camara,1
1198512,1198512-250,146788,camara,1
1198512,1198512-250,150418,camara,1
1198512,1198512-250,151208,camara,1
1198512,1198512-250,152605,camara,1
1198512,1198512-250,152610,camara,1
1198512,1198512-250,154178,camara,1
1198512,1198512-250,156190,camara,1
1198512,1198512-250,157130,camara,1
1198512,1198512-250,160508,camara,1
1198512,1198512-250,160510,camara,1
1198512,1198512-250,160511,camara,1
1198512,1198512-250,160512,camara,1
1198512,1198512-250,160518,camara,1
1198512,1198512-250,160527,camara,1
1198512,1198512-250,160528,camara,1
1198512,1198512-250,160531,camara,1
1198512,1198512-250,160532,camara,1
1198512,1198512-250,160534,camara,1
1198512,1198512-250,160535,camara,1
1198512,1198512-250,160538,camara,1
1198512,1198512-250,160541,camara,1
1198512,1198512-250,160545,camara,1
1198512,1198512-250,160552,camara,1
1198512,1198512-250,160553,camara,1
1198512,1198512-250,160556,camara,1
1198512,1198512-250,160558,camara,1
1198512,1198512-250,160559,camara,1
1198512,1198512-250,160569,camara,1
1198512,1198512-250,160570,camara,1
1198512,1198512-250,160575,camara,1
1198512,1198512-250,160587,camara,1
1198512,1198512-250,160588,camara,1
1198512,1198512-250,160589,camara,1
1198512,1198512-250,160591,camara,1
1198512,1198512-250,160592,camara,1
1198512,1198512-250,160598,camara,1
1198512,1198512-250,160599,camara,1
1198512,1198512-250,160600,camara,1
1198512,1198512-250,160601,camara,1
1198512,1198512-250,160604,camara,1
1198512,1198512-250,160610,camara,1
1198512,1198512-250,160619,camara,1
1198512,1198512-250,160632,camara,1
1198512,1198512-250,160635,camara,1
1198512,1198512-250,160639,camara,1
1198512,1198512-250,160640,camara,1
1198512,1198512-250,160641,camara,1
1198512,1198512-250,160645,camara,1
1198512,1198512-250,160651,camara,1
1198512,1198512-250,160653,camara,1
1198512,1198512-250,160655,camara,1
1198512,1198512-250,160665,camara,1
1198512,1198512-250,160666,camara,1
1198512,1198512-250,160667,camara,1
1198512,1198512-250,160669,camara,1
1198512,1198512-250,160673,camara,1
1198512,1198512-250,160674,camara,1
1198512,1198512-250,160758,camara,1
1198512,1198512-250,160976,camara,1
1198512,1198512-250,161550,camara,1
1198512,1198512-250,162332,camara,1
1198512,1198512-250,164359,camara,1
1198512,1198512-250,164360,camara,1
1198512,1198512-250,171617,camara,1
1198512,1198512-250,171619,camara,1
1198512,1198512-250,171623,camara,1
1198512,1198512-250,177282,camara,1
1198512,1198512-250,178829,camara,1
1198512,1198512-250,178830,camara,1
1198512,1198512-250,178831,camara,1
1198512,1198512-250,178832,camara,1
1198512,1198512-250,178833,camara,1
1198512,1198512-250,178835,camara,1
1198512,1198512-250,178836,camara,1
1198512,1198512-250,178839,camara,1
1198512,1198512-250,178842,camara,1
1198512,1198512-250,178843,camara,1
1198512,1198512-250,178854,camara,1
1198512,1198512-250,178857,camara,1
1198512,1198512-250,178858,camara,1
1198512,1198512-250,178860,camara,1
1198512,1198512-250,178861,camara,1
1198512,1198512-250,178863,camara,1
1198512,1198512-250,178866,camara,1
1198512,1198512-250,178871,camara,1
1198512,1198512-250,178873,camara,1
1198512,1198512-250,178874,camara,1
1198512,1198512-250,178876,camara,1
1198512,1198512-250,178879,camara,1
1198512,1198512-250,178881,camara,1
1198512,1198512-250,178882,camara,1
1198512,1198512-250,178884,camara,1
1198512,1198512-250,178886,camara,1
1198512,1198512-250,178889,camara,1
1198512,1198512-250,178895,camara,1
1198512,1198512-250,178896,camara,1
1198512,1198512-250,178908,camara,1
1198512,1198512-250,178909,camara,1
1198512,1198512-250,178910,camara,1
1198512,1198512-250,178912,camara,1
1198512,1198512-250,178916,camara,1
1198512,1198512-250,178920,camara,1
1198512,1198512-250,178921,camara,1
1198512,1198512-250,178922,camara,1
1198512,1198512-250,178924,camara,1
1198512,1198512-250,178925,camara,1
1198512,1198512-250,178927,camara,1
1198512,1198512-250,178928,camara,1
1198512,1198512-250,178929,camara,1
1198512,1198512-250,178930,camara,1
1198512,1198512-250,178931,camara,1
1198512,1198512-250,178933,camara,1
1198512,1198512-250,178934,camara,1
1198512,1198512-250,178939,camara,1
1198512,1198512-250,178945,camara,1
1198512,1198512-250,178946,camara,1
1198512,1198512-250,178947,camara,1
1198512,1198512-250,178948,camara,1
1198512,1198512-250,178951,camara,1
1198512,1198512-250,178952,camara,1
1198512,1198512-250,178953,camara,1
1198512,1198512-250,178954,camara,1
1198512,1198512-250,178956,camara,1
1198512,1198512-250,178959,camara,1
1198512,1198512-250,178961,camara,1
1198512,1198512-250,178962,camara,1
1198512,1198512-250,178964,camara,1
1198512,1198512-250,178966,camara,1
1198512,1198512-250,178969,camara,1
1198512,1198512-250,178970,camara,1
1198512,1198512-250,178972,camara,1
1198512,1198512-250,178975,camara,1
1198512,1198512-250,178977,camara,1
1198512,1198512-250,178981,camara,1
1198512,1198512-250,178983,camara,1
1198512,1198512-250,178985,camara,1
1198512,1198512-250,178986,camara,1
1198512,1198512-250,178987,camara,1
1198512,1198512-250,178990,camara,1
1198512,1198512-250,178992,camara,1
1198512,1198512-250,178993,camara,1
1198512,1198512-250,178994,camara,1
1198512,1198512-250,178996,camara,1
1198512,1198512-250,178997,camara,1
1198512,1198512-250,179001,camara,1
1198512,1198512-250,179587,camara,1
1198512,1198512-250,188097,camara,1
1198512,1198512-250,191923,camara,1
1198512,1198512-250,193726,camara,-1
1198512,1198512-250,194260,camara,1
1198512,1198512-250,196358,camara,1
1198512,1198512-250,198197,camara,1
1198512,1198512-250,198783,camara,1
1198512,1198512-250,204351,camara,1
1198512,1198512-250,204352,camara,1
1198512,1198512-250,204353,camara,1
1198512,1198512-250,204354,camara,1
1198512,1198512-250,204355,camara,1
1198512,1198512-250,204356,camara,1
1198512,1198512-250,204357,camara,1
1198512,1198512-250,204358,camara,1
1198512,1198512-250,204359,camara,1
1198512,1198512-250,204360,camara,1
1198512,1198512-250,204361,camara,1
1198512,1198512-250,204362,camara,1
1198512,1198512-250,204363,camara,1
1198512,1198512-250,204364,camara,1
1198512,1198512-250,204365,camara,1
1198512,1198512-250,204366,camara,1
1198512,1198512-250,204367,camara,1
1198512,1198512-250,204368,camara,1
1198512,1198512-250,204369,camara,1
1198512,1198512-250,204370,camara,1
1198512,1198512-250,204371,camara,1
1198512,1198512-250,204372,camara,1
1198512,1198512-250,204373,camara,1
1198512,1198512-250,204374,camara,-1
1198512,1198512-250,204375,camara,1
1198512,1198512-250,204376,camara,1
1198512,1198512-250,204377,camara,1
1198512,1198512-250,204378,camara,1
1198512,1198512-250,204379,camara,1
1198512,1198512-250,204381,camara,1
1198512,1198512-250,204382,camara,1
1198512,1198512-250,204383,camara,1
1198512,1198512-250,204384,camara,1
1198512,1198512-250,204385,camara,1
1198512,1198512-250,204386,camara,1
1198512,1198512-250,204387,camara,1
1198512,1198512-250,204388,camara,1
1198512,1198512-250,204389,camara,1
1198512,1198512-250,204390,camara,1
1198512,1198512-250,204391,camara,1
1198512,1198512-250,204392,camara,1
1198512,1198512-250,204393,camara,1
1198512,1198512-250,204394,camara,1
1198512,1198512-250,204395,camara,1
1198512,1198512-250,204396,camara,1
1198512,1198512-250,204397,camara,1
1198512,1198512-250,204398,camara,1
1198512,1198512-250,204399,camara,1
1198512,1198512-250,204400,camara,1
1198512,1198512-250,204403,camara,1
1198512,1198512-250,204404,camara,1
1198512,1198512-250,204405,camara,1
1198512,1198512-250,204406,camara,1
1198512,1198512-250,204407,camara,1
1198512,1198512-250,204408,camara,1
1198512,1198512-250,204409,camara,1
1198512,1198512-250,204410,camara,1
1198512,1198512-250,204411,camara,-1
1198512,1198512-250,204412,camara,1
1198512,1198512-250,204413,camara,1
1198512,1198512-250,204414,camara,1
1198512,1198512-250,204415,camara,1
1198512,1198512-250,204416,camara,1
1198512,1198512-250,204418,camara,1
1198512,1198512-250,204419,camara,1
1198512,1198512-250,204420,camara,1
1198512,1198512-250,204421,camara,1
1198512,1198512-250,204422,camara,1
1198512,1198512-250,204423,camara,1
1198512,1198512-250,204425,camara,1
1198512,1198512-250,204426,camara,1
