id_proposicao,id_votacao,casa,obj_votacao,data_hora,votacao_secreta,apelido,status_importante,orientacao,url_votacao
2206203,2206203-197,camara,"Apresentação da Declaração de Voto n. 8 MESA, pelo Deputado Frei Anastacio Ribeiro  (PT/PB).",2020-06-24 15:27:02,0,NA,0,-1,NA
2206203,2206203-200,camara,"Apresentação da Declaração de Voto n. 8 MESA, pelo Deputado Frei Anastacio Ribeiro  (PT/PB).",2020-06-24 16:33:02,0,NA,0,-1,NA
2206203,2206203-220,camara,"Apresentação da Declaração de Voto n. 23 MESA, pelo Deputado Marcon  (PT/RS).",2020-06-24 17:07:47,0,NA,0,-1,NA
2206203,2206203-223,camara,"Apresentação da Declaração de Voto n. 23 MESA, pelo Deputado Marcon  (PT/RS).",2020-06-24 17:37:28,0,NA,0,-1,NA
2206203,2206203-231,camara,"Apresentação da Declaração de Voto n. 23 MESA, pelo Deputado Marcon  (PT/RS).",2020-06-24 18:11:12,0,NA,0,1,NA
2206203,2206203-234,camara,"Apresentação da Declaração de Voto n. 23 MESA, pelo Deputado Marcon  (PT/RS).",2020-06-24 18:55:52,0,NA,0,1,NA
2206203,2206203-239,camara,"Apresentação da Declaração de Voto n. 23 MESA, pelo Deputado Marcon  (PT/RS).",2020-06-24 19:32:38,0,NA,0,1,NA
2206395,2206395-51,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Pedro Paulo (DEM-RJ), pela Comissão Especial, que conclui pela constitucionalidade, jur...",2020-04-13 20:10:59,0,NA,0,-1,NA
2206395,2206395-55,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Pedro Paulo (DEM-RJ), pela Comissão Especial, que conclui pela constitucionalidade, jur...",2020-04-13 20:40:39,0,NA,0,-1,NA
2206395,2206395-58,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Pedro Paulo (DEM-RJ), pela Comissão Especial, que conclui pela constitucionalidade, jur...",2020-04-13 21:13:30,0,NA,0,-1,NA
2206395,2206395-99,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Pedro Paulo (DEM-RJ), pela Comissão Especial, que conclui pela constitucionalidade, jur...",2020-04-13 22:03:29,0,NA,0,-1,NA
2224225,2224225-63,camara,"Parecer à Emenda do Senado Fedral proferido pelo Relator, Dep. Enrico Misasi (PV-SP), pela Comissão de Constituição e Justiça e de Cidadania, que c...",2020-03-31 22:22:23,0,NA,0,1,NA
2228978,2228978-53,camara,"Parecer proferido em Plenário pelo Relator, Dep. Fábio Ramalho (MDB - MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela...",2020-08-25 21:21:58,0,NA,0,-1,NA
2229308,2229308-40,camara,"Apresentação do Requerimento n. 83/2020, pelo Deputado José Ricardo (PT/AM), que ""Requer que seja encaminhado a Comissão Mista que analisa a Medida...",2020-04-14 15:34:30,0,NA,0,-1,NA
2229308,2229308-44,camara,"Apresentação do Requerimento n. 83/2020, pelo Deputado José Ricardo (PT/AM), que ""Requer que seja encaminhado a Comissão Mista que analisa a Medida...",2020-04-14 18:53:18,0,NA,0,1,NA
2229308,2229308-64,camara,"Apresentação do Requerimento n. 83/2020, pelo Deputado José Ricardo (PT/AM), que ""Requer que seja encaminhado a Comissão Mista que analisa a Medida...",2020-04-14 22:09:52,0,NA,0,1,NA
2229308,2229308-65,camara,"Apresentação do Requerimento n. 83/2020, pelo Deputado José Ricardo (PT/AM), que ""Requer que seja encaminhado a Comissão Mista que analisa a Medida...",2020-04-14 22:10:47,0,NA,0,1,NA
2229308,2229308-66,camara,"Apresentação do Requerimento n. 83/2020, pelo Deputado José Ricardo (PT/AM), que ""Requer que seja encaminhado a Comissão Mista que analisa a Medida...",2020-04-14 22:49:44,0,NA,0,1,NA
2229308,2229308-71,camara,"Apresentação do Requerimento n. 83/2020, pelo Deputado José Ricardo (PT/AM), que ""Requer que seja encaminhado a Comissão Mista que analisa a Medida...",2020-04-14 23:47:52,0,NA,0,1,NA
2229308,2229308-80,camara,"Apresentação do Requerimento n. 83/2020, pelo Deputado José Ricardo (PT/AM), que ""Requer que seja encaminhado a Comissão Mista que analisa a Medida...",2020-04-15 00:42:09,0,NA,0,1,NA
2230248,2230248-6,camara,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 2996/2019, pelo Liderança Líderes, que: ""Requer, nos termos do art. 155, que seja in...",2020-07-29 12:07:16,0,NA,0,1,NA
2230815,2230815-65,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Newton Cardoso Jr (MDB-MG), pela Comissão Mista do Congresso Nacional, que conclui pela...",2020-04-27 20:12:55,0,NA,0,-1,NA
2230815,2230815-71,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Newton Cardoso Jr (MDB-MG), pela Comissão Mista do Congresso Nacional, que conclui pela...",2020-04-27 20:50:54,0,NA,0,1,NA
2233488,2233488-33,camara,"Apresentação do Requerimento n. 932/2020, pelo Deputado Júnior Ferrari  (PSD/PA), que ""Requer a Inclusão na Ordem do Dia do Plenário a Medida Provi...",2020-05-12 19:36:21,0,NA,0,-1,NA
2233718,2233718-10,camara,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 3211/2019, pelo Deputado André Ferreira (PSC/PE), que ""Requer regime de urgência par...",2020-12-15 14:55:03,0,NA,0,1,NA
2236213,2236213-50,camara,"Apresentação do Projeto de Lei de Conversão n. 9/2020, pelo Deputado Rodrigo de Castro (PSDB-MG), que: ""[EMENTA!]"".",2020-05-08 14:50:36,0,NA,0,-1,NA
2236261,2236261-46,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Coronel Armando (PSL-SC), pela Comissão Mista do Congresso Nacional, que conclui pela c...",2020-05-26 21:14:57,0,NA,0,-1,NA
2236261,2236261-56,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Coronel Armando (PSL-SC), pela Comissão Mista do Congresso Nacional, que conclui pela c...",2020-05-26 21:32:32,0,NA,0,-1,NA
2236858,2236858-34,camara,"Apresentação do Requerimento n. 1828/2020, pelo Deputado Wellington Roberto  (PL/PB), que ""Requer que o Projeto de Lei nº 4731, de 2019, seja apens...",2020-07-20 18:32:39,0,NA,0,-1,NA
2237331,2237331-53,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Gustinho Ribeiro (SOLIDARI-SE), pela Comissão de Constituição e Justiça e de Cidadania,...",2020-05-27 15:37:48,0,NA,0,1,NA
2238112,2238112-32,camara,NA,2020-06-03 16:26:05,0,NA,0,-1,NA
2238112,2238112-46,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Fernando Monteiro (PP-PE), pela Comissão Mista do Congresso Nacional, que conclui pela ...",2020-06-03 18:30:44,0,NA,0,-1,NA
2238112,2238112-59,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Fernando Monteiro (PP-PE), pela Comissão Mista do Congresso Nacional, que conclui pela ...",2020-06-04 11:39:45,0,NA,0,-1,NA
2238112,2238112-62,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Fernando Monteiro (PP-PE), pela Comissão Mista do Congresso Nacional, que conclui pela ...",2020-06-04 12:24:54,0,NA,0,-1,NA
2238112,2238112-68,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Fernando Monteiro (PP-PE), pela Comissão Mista do Congresso Nacional, que conclui pela ...",2020-06-04 13:23:54,0,NA,0,1,NA
2238112,2238112-71,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Fernando Monteiro (PP-PE), pela Comissão Mista do Congresso Nacional, que conclui pela ...",2020-06-04 14:03:36,0,NA,0,-1,NA
2238112,2238112-81,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Fernando Monteiro (PP-PE), pela Comissão Mista do Congresso Nacional, que conclui pela ...",2020-06-04 15:05:06,0,NA,0,-1,NA
2238112,2238112-82,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Fernando Monteiro (PP-PE), pela Comissão Mista do Congresso Nacional, que conclui pela ...",2020-06-04 15:28:35,0,NA,0,-1,NA
2241642,2241642-59,camara,"Apresentação do Projeto de Lei de Conversão n. 23/2020, pelo Deputado Arthur Oliveira Maia (DEM-BA), que: ""[EMENTA!]"".",2020-07-08 17:06:34,0,NA,0,1,NA
2241642,2241642-76,camara,"Apresentação do Projeto de Lei de Conversão n. 23/2020, pelo Deputado Arthur Oliveira Maia (DEM-BA), que: ""[EMENTA!]"".",2020-07-08 18:26:01,0,NA,0,1,NA
2241642,2241642-91,camara,"Apresentação do Projeto de Lei de Conversão n. 23/2020, pelo Deputado Arthur Oliveira Maia (DEM-BA), que: ""[EMENTA!]"".",2020-07-08 19:53:05,0,NA,0,-1,NA
2241660,2241660-35,camara,NA,2020-07-14 15:56:02,0,NA,0,-1,NA
2241660,2241660-61,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Júnior Mano (PL-CE), pela Comissão Mista do Congresso Nacional, que conclui pela consti...",2020-07-14 18:17:10,0,NA,0,1,NA
2241660,2241660-73,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Júnior Mano (PL-CE), pela Comissão Mista do Congresso Nacional, que conclui pela consti...",2020-07-14 19:01:10,0,NA,0,-1,NA
2241660,2241660-77,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Júnior Mano (PL-CE), pela Comissão Mista do Congresso Nacional, que conclui pela consti...",2020-07-14 19:32:07,0,NA,0,-1,NA
2241660,2241660-85,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Júnior Mano (PL-CE), pela Comissão Mista do Congresso Nacional, que conclui pela consti...",2020-07-14 19:47:51,0,NA,0,1,NA
2241660,2241660-90,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Júnior Mano (PL-CE), pela Comissão Mista do Congresso Nacional, que conclui pela consti...",2020-07-14 20:08:59,0,NA,0,1,NA
2241660,2241660-99,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Júnior Mano (PL-CE), pela Comissão Mista do Congresso Nacional, que conclui pela consti...",2020-07-14 20:23:00,0,NA,0,1,NA
2241662,2241662-103,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 17:12:36,0,NA,0,1,NA
2241662,2241662-117,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 17:55:10,0,NA,0,1,NA
2241662,2241662-118,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 18:18:00,0,NA,0,1,NA
2241662,2241662-123,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 18:43:02,0,NA,0,1,NA
2241662,2241662-131,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 19:04:35,0,NA,0,1,NA
2241662,2241662-137,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 19:22:56,0,NA,0,1,NA
2241662,2241662-37,camara,"Apresentação do Requerimento n. 1304/2020, pelo Deputado Igor Timo  (PODE/MG), que ""Solicita a retirada da Emenda nº 377 da Medida Provisória nº 92...",2020-06-16 17:43:02,0,NA,0,-1,NA
2241662,2241662-46,camara,"Parecer proferido em Plenário pelo Relator, Dep. Celso Maldaner (MDB-SC), pela Comissão Mista do Congresso Nacional, que conclui que conclui pelo a...",2020-06-16 19:03:37,0,NA,0,-1,NA
2241662,2241662-66,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Celso Maldaner (MDB-SC), pela Comissão Mista do Congresso Nacional, que conclui, no mér...",2020-06-17 10:37:35,0,NA,0,-1,NA
2241662,2241662-72,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Celso Maldaner (MDB-SC), pela Comissão Mista do Congresso Nacional, que conclui, no mér...",2020-06-17 11:08:13,0,NA,0,-1,NA
2241662,2241662-76,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Celso Maldaner (MDB-SC), pela Comissão Mista do Congresso Nacional, que conclui, no mér...",2020-06-17 11:51:01,0,NA,0,1,NA
2241662,2241662-77,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Celso Maldaner (MDB-SC), pela Comissão Mista do Congresso Nacional, que conclui, no mér...",2020-06-17 12:26:33,0,NA,0,1,NA
2241662,2241662-79,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Celso Maldaner (MDB-SC), pela Comissão Mista do Congresso Nacional, que conclui, no mér...",2020-06-17 13:34:46,0,NA,0,1,NA
2241662,2241662-81,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Celso Maldaner (MDB-SC), pela Comissão Mista do Congresso Nacional, que conclui, no mér...",2020-06-17 14:02:01,0,NA,0,-1,NA
2241662,2241662-85,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Celso Maldaner (MDB-SC), pela Comissão Mista do Congresso Nacional, que conclui, no mér...",2020-06-17 14:51:45,0,NA,0,1,NA
2241662,2241662-90,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 15:27:13,0,NA,0,-1,NA
2241662,2241662-93,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 16:02:53,0,NA,0,-1,NA
2241662,2241662-96,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 16:29:31,0,NA,0,1,NA
2241662,2241662-98,camara,"Apresentação da Declaração de Voto n. 2 MESA, pela Deputada Professora Rosa Neide  (PT/MT).",2020-06-17 16:54:31,0,NA,0,-1,NA
2242000,2242000-151,camara,"Apresentação da Emenda/Substitutivo do Senado n. 1013/2020, pelo Senado Federal, que ""Emendas do Senado ao Projeto de Lei nº 1.013, de 2020, que “S...",2020-12-16 17:58:36,0,NA,0,-1,NA
2242000,2242000-83,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marcelo Aro (PP-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclu...",2020-06-17 20:30:36,0,NA,0,-1,NA
2242000,2242000-90,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Marcelo Aro (PP-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclu...",2020-06-17 21:06:18,0,NA,0,1,NA
2242140,2242140-138,camara,"Parecer proferido em Plenário pelo Relator, Dep. Moses Rodrigues (MDB-CE), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela...",2020-06-18 17:20:08,0,NA,0,1,NA
2242140,2242140-63,camara,"Apresentação do Requerimento n. 773/2020, pela Deputada Celina Leão  (PP/DF), que ""Requer a apensação do Projeto de Lei nº 1724/2020 ao Projeto de ...",2020-04-28 17:27:41,0,NA,0,-1,NA
2242140,2242140-72,camara,"Apresentação do Requerimento n. 773/2020, pela Deputada Celina Leão  (PP/DF), que ""Requer a apensação do Projeto de Lei nº 1724/2020 ao Projeto de ...",2020-04-28 18:38:40,0,NA,0,-1,NA
2242140,2242140-81,camara,"Apresentação do Requerimento n. 773/2020, pela Deputada Celina Leão  (PP/DF), que ""Requer a apensação do Projeto de Lei nº 1724/2020 ao Projeto de ...",2020-04-28 20:22:21,0,NA,0,-1,NA
2242282,2242282-7,camara,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 525/2020, pela Deputada Joice Hasselmann (PSL-SP), que: ""Requer a urgência, nos term...",2020-04-09 10:53:13,0,NA,0,1,NA
2242322,2242322-7,camara,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 533/2020, pelo Deputado José Guimarães (PT-CE), que: ""Requer a urgência na tramitaçã...",2020-06-09 15:06:42,0,NA,0,1,NA
2242400,2242400-83,camara,"Parecer à Emenda de Plenário proferido pelo Relator, Dep. Hugo Leal (PSD-RJ), pela Comissão Mista do Congresso Nacional, que conclui pela aprovação...",2020-06-16 17:21:08,0,NA,0,1,NA
2242413,2242413-59,camara,"Apresentação do Projeto de Lei de Conversão n. 22/2020, pela Deputada Luisa Canziani (PTB-PR), que: ""[EMENTA!]"".",2020-07-07 16:01:40,0,NA,0,-1,NA
2242413,2242413-81,camara,"Apresentação do Projeto de Lei de Conversão n. 22/2020, pela Deputada Luisa Canziani (PTB-PR), que: ""[EMENTA!]"".",2020-07-07 17:42:23,0,NA,0,-1,NA
2242488,2242488-47,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Acácio Favacho (PROS-AP), que conclui pela adequação financeira e orçamentária das emen...",2020-04-29 18:54:55,0,NA,0,-1,NA
2242488,2242488-56,camara,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Acácio Favacho (PROS-AP), que conclui pela adequação financeira e orçamentária das emen...",2020-04-29 20:56:37,0,NA,0,-1,NA
